,landslide_id,latitude,longitude,landslide,event_date,rock_geo,rock_period,fis_nomr,rock_type,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_tax,soil_use
101555,101555,15.36859205,-90.03888108,0,2014-02-01,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VII
101557,101557,15.3464612,-90.18107944,0,2019-09-04,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VII
101570,101570,14.7498291,-91.61178032,0,2020-08-30,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Os,Ceniza Volcánica Pomácea,Drenaje Excesivo,Arena-Franca o Arena Suelta,Gruesa,Ceniza Volcánica,-999,Alto,Andisoles,VIII
101574,101574,14.98171513,-91.53011396,0,2018-05-14,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cm,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Regular a Bajo,Entisoles,VII
101595,101595,14.57870201,-90.34645374,0,2018-03-14,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pi,Toba Volcánica o brecha de Toba de color claro,Buen Drenaje,Franco-Limosa,Media,Arcillo-Arenosa-Gravosa o Arcilla a Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Inceptisoles,VII
101604,101604,14.61285322,-90.06230048,0,2018-04-21,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Ae,Ceniza Volcánica o Toba,Buen Drenaje,Franca a Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcillosa,Moderadamente Fina,Regular a Alto,Alfisoles,VII
101632,101632,14.64143675,-90.08144832,0,2017-07-20,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Ae,Ceniza Volcánica o Toba,Buen Drenaje,Franca a Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcillosa,Moderadamente Fina,Regular a Alto,Alfisoles,VII
101707,101707,14.37918425,-90.04166958,0,2017-01-26,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Ay,Ceniza Volcánica o Toba,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
101731,101731,14.43885038,-90.43283437,0,2018-12-16,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Fr,Toba Volcánica,Buen Drenaje,Franco-Arcillosa o Franca,Moderadamente Fina,Franco-Arcillosa o Franca,Moderadamente Fina,Muy Alto,Andisoles,VII
101734,101734,14.44198203,-90.10510179,0,2010-02-08,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Ay,Ceniza Volcánica o Toba,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
101783,101783,14.47823499,-89.9562733,0,2018-10-08,Tv,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Jl,Ceniza Volcánica o Toba,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franca o Franco-Arenosa Fina,Media,Alto,Entisoles,VII
101907,101907,14.12797248,-89.92125036,0,2017-01-25,Tv,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cc,Roca Máfica,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Regular a Alto,Inceptisoles,VI
101948,101948,15.40077482,-90.83900948,0,2017-02-19,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ca,Caliza y Ceniza Volcánica,Buen Drenaje,Franca a Franco-Limosa,Media,Franco-Limosa a Franco-Arcillosa,Media,Regular a Alto,Mollisoles,VII
101970,101970,14.93243412,-91.21477103,0,2013-05-22,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
102004,102004,15.12444873,-91.53304973,0,2018-07-11,Tv,Terciario superior al Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Si,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Andisoles,VII
102009,102009,15.18191664,-91.87354347,0,2019-11-26,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,III
102012,102012,15.22115463,-91.97765544,0,2020-08-05,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII
102023,102023,15.13769238,-90.25881378,0,2013-03-07,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chg,Esquisto,Drenaje Excesivo,Franco-Arenosa-Gravosa a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa Gravosa,Moderadamente Fina,Alto,Entisoles,VII
102024,102024,15.11883887,-90.88281198,0,2017-03-01,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chg,Esquisto,Drenaje Excesivo,Franco-Arenosa-Gravosa a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa Gravosa,Moderadamente Fina,Alto,Inceptisoles,VII
102026,102026,15.1309493,-91.90297684,0,2011-02-25,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII
102033,102033,15.11709802,-91.86577648,0,2017-04-20,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII
102036,102036,15.17748722,-89.4143751,0,2012-12-15,Pzm,Terciario Inferior hasta el Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Mj,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Arcilla-Micácea,Media,Alto,Inceptisoles,VII
102069,102069,15.03091238,-91.7372631,0,2013-11-25,Qp,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cme,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Muy Alto,Andisoles,VII
102077,102077,15.08422808,-90.67130293,0,2010-07-07,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ci,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa,Moderadamente Fina,Regular,Inceptisoles,VII
102098,102098,15.02929265,-91.52186602,0,2019-11-17,Tv,Terciario superior al Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII
102108,102108,15.12161221,-91.61530816,0,2017-11-07,Pzm,Terciario superior al Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Si,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Andisoles,VII
102111,102111,15.13452798,-91.78211889,0,2020-07-17,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Si,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Andisoles,VII
102118,102118,15.0964899,-89.65207036,0,2017-07-23,Pzm,Terciario Inferior hasta el Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
102122,102122,15.10991169,-91.84618694,0,2017-11-09,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
102125,102125,15.17094021,-91.10881918,0,2014-02-20,I,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Sa,Granito Suave y Gneis,Buen Drenaje,Franco-Arenosa,Media,Franco-Arenosa-Fina,Media,Alto,Entisoles,VII
102127,102127,15.09260272,-90.12866285,0,2014-02-04,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Mj,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Arcilla-Micácea,Media,Alto,Inceptisoles,VII
102133,102133,14.98523218,-91.66543207,0,2016-10-02,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cme,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Muy Alto,Andisoles,VII
102139,102139,14.97648094,-90.82981801,0,2021-07-05,Pzm,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Zc,Ceniza Volcánica,Drenaje Excesivo,Franco-Arenosa,Media,Franco-Arenosa,Media,Alto,Entisoles,VII
102142,102142,15.08812865,-91.9653237,0,2018-05-24,Tv,Terciario superior al Cuaternario reciente.,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cm,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Regular a Bajo,Andisoles,VII
102150,102150,15.07923057,-91.54055275,0,2017-06-15,I,Terciario superior al Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Si,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Andisoles,VII
102153,102153,14.98861393,-91.57272679,0,2019-04-07,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Entisoles,VII
102161,102161,14.98827219,-91.63812213,0,2011-11-22,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cme,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Muy Alto,Andisoles,VII
102179,102179,14.99225912,-91.76606082,0,2015-04-13,Qp,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,IV
102184,102184,14.96809972,-91.28642401,0,2021-07-22,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
102190,102190,15.0565437,-90.56135452,0,2014-04-20,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Mj,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Arcilla-Micácea,Media,Alto,Inceptisoles,VII
102205,102205,15.02299077,-91.61466311,0,2011-02-07,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cme,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Muy Alto,Andisoles,VII
102217,102217,15.01405418,-91.62184296,0,2015-02-24,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
102219,102219,14.92211708,-91.18015045,0,2012-11-15,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
102230,102230,14.88566448,-91.49437034,0,2016-04-12,Qp,Terciario Superior (Plioceno)  hasta cuaternario inferior (Pleistoceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Qe,Ceniza Volcánica,Buen Drenaje,Franco-Arenosa Fina,Media,Franco-Arenosa a Franco-Arenosa Fina,Media,Bajo,Andisoles,II
102232,102232,14.89355864,-91.52900377,0,2011-11-28,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VIII
102257,102257,14.92534054,-91.21224614,0,2019-08-07,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII
102273,102273,14.95973434,-91.41055191,0,2015-06-27,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII
102274,102274,14.95466992,-91.52929847,0,2018-10-06,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cm,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Regular a Bajo,Andisoles,VII
102275,102275,14.95210904,-91.18092681,0,2013-03-08,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
102291,102291,14.86621377,-91.51766355,0,2010-06-24,Qp,Terciario Superior (Plioceno)  hasta cuaternario inferior (Pleistoceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Qe,Ceniza Volcánica,Buen Drenaje,Franco-Arenosa Fina,Media,Franco-Arenosa a Franco-Arenosa Fina,Media,Bajo,Andisoles,II
102299,102299,14.84394413,-91.48349149,0,2011-05-23,Qp,Terciario Superior (Plioceno)  hasta cuaternario inferior (Pleistoceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,SA,-999,-999,-999,,-999,-999,-999,Entisoles,VII
102320,102320,14.76383487,-90.56963691,0,2020-05-25,I,"Cretácico superior, se considera del Terciario.",Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Alfisoles,VII
102323,102323,14.75251595,-91.46385617,0,2018-03-18,Tv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Al,Ceniza Volcánica,Buen Drenaje,Franco-Arenosa,Moderadamente Fina,-999,-999,Alto,Andisoles,VIII
102335,102335,14.87071352,-91.53685342,0,2017-05-09,Qp,Terciario Superior (Plioceno)  hasta cuaternario inferior (Pleistoceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Qe,Ceniza Volcánica,Buen Drenaje,Franco-Arenosa Fina,Media,Franco-Arenosa a Franco-Arenosa Fina,Media,Bajo,Andisoles,II
102359,102359,14.79024349,-89.8924081,0,2020-04-17,Pzm,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Pi,Toba Volcánica o brecha de Toba de color claro,Buen Drenaje,Franco-Limosa,Media,Arcillo-Arenosa-Gravosa o Arcilla a Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Inceptisoles,VII
102412,102412,14.80861915,-91.52871947,0,2015-10-28,Qv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Al,Ceniza Volcánica,Buen Drenaje,Franco-Arenosa,Moderadamente Fina,-999,-999,Alto,Andisoles,VII
102460,102460,14.69668246,-89.30941643,0,2012-05-02,Tv,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Sub,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Arcilla,Muy Fina,Muy Alto,Entisoles,VII
102488,102488,14.6960167,-89.38764196,0,2014-09-02,Ksd,Cretácico superior al Terciario inferior.,Tierras Altas Volcánicas,Rocas Sedimentarias,Jl,Ceniza Volcánica o Toba,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franca o Franco-Arenosa Fina,Media,Alto,Entisoles,VII
102528,102528,14.63675159,-90.80053129,0,2020-10-26,Qp,"Pleistoceno al Holoceno, es decir del período Cuaternario.",Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gt,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla a Franco- Arcillosa o Franco-Arcillo- Arenosa,Moderadamente Fina,Bajo (Alto en las zonas quebradas),Andisoles,II
102566,102566,15.25504011,-91.22529764,0,2016-11-28,I,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Qi,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillo-arenosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII
102591,102591,15.2562053,-91.79255082,0,2012-11-08,Pzm,Terciario Temprano al Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Mj,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Arcilla-Micácea,Media,Alto,Inceptisoles,VII
102608,102608,14.4278968,-90.00611213,0,2019-11-30,Tv,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Jl,Ceniza Volcánica o Toba,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franca o Franco-Arenosa Fina,Media,Alto,Andisoles,VII
102609,102609,14.44880465,-89.39894326,0,2019-01-26,Tv,Terciario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Chu,Ceniza Volcánica,Buen Drenaje,Franco-Limosa,Media,"Franco, Arcilloso a Arcilla",Moderadamente Fina,Alto,Andisoles,VIII
102610,102610,15.00652629,-91.35396625,0,2015-06-27,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
102651,102651,15.4170528,-90.8084606,0,2017-03-17,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ca,Caliza y Ceniza Volcánica,Buen Drenaje,Franca a Franco-Limosa,Media,Franco-Limosa a Franco-Arcillosa,Media,Regular a Alto,Mollisoles,VII
102661,102661,15.06080102,-91.56034853,0,2019-09-15,I,Terciario superior al Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Tp,Ceniza Volcánica o Roca,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-arcillosa a Franco-arcillo-limosa,Moderadamente Fina,Alto,Andisoles,VII
102680,102680,14.53989483,-90.33300289,0,2010-01-19,Tv,Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Cme,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa o Arcilla,Moderadamente Fina,Muy Alto,Entisoles,VII
102685,102685,15.33221927,-90.27534109,0,2021-01-07,Ksd,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VIII
102703,102703,15.82908532,-91.59846492,0,2018-05-19,Ksd,Más joven que el Créatico inferior ya que es la edad de las rocas sedimentarias calcáreas de la Formación de Ixcoy.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ja,Caliza,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,VIII
102704,102704,14.3679425,-90.20215538,0,2012-03-08,Tv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Jl,Ceniza Volcánica o Toba,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franca o Franco-Arenosa Fina,Media,Alto,Entisoles,VII
102717,102717,15.19634008,-90.82023948,0,2018-04-30,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chg,Esquisto,Drenaje Excesivo,Franco-Arenosa-Gravosa a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa Gravosa,Moderadamente Fina,Alto,Entisoles,VII
102721,102721,14.72118379,-91.20926219,0,2010-10-29,agua,La caldera posiblemente se formó a finales del terciario.,Tierras Altas Volcánicas,,AGUA,,,,,,,,,AGUA
102729,102729,15.26508169,-91.72198628,0,2013-05-02,Pzm,Terciario Temprano al Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Sl,Ceniza Volcánica Pomácea,Drenaje Excesivo,Franco-Arenosa Fina,Media,Franco-Arenosa-Fina,Media,Regular,Entisoles,VII
102744,102744,15.20960896,-91.67167774,0,2011-03-24,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Pz,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillosa o Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Andisoles,VII
102745,102745,15.59251071,-90.07886283,0,2016-07-02,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
102748,102748,15.40233249,-90.75242775,0,2011-05-15,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ca,Caliza y Ceniza Volcánica,Buen Drenaje,Franca a Franco-Limosa,Media,Franco-Limosa a Franco-Arcillosa,Media,Regular a Alto,Mollisoles,VI
102795,102795,15.02754119,-90.95585293,0,2010-08-18,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Ci,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa,Moderadamente Fina,Regular,Andisoles,VI
102796,102796,15.55214332,-91.03864779,0,2021-05-14,CPsr,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ca,Caliza y Ceniza Volcánica,Buen Drenaje,Franca a Franco-Limosa,Media,Franco-Limosa a Franco-Arcillosa,Media,Regular a Alto,Mollisoles,VII
102815,102815,15.55880077,-91.02317265,0,2020-07-25,CPsr,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ca,Caliza y Ceniza Volcánica,Buen Drenaje,Franca a Franco-Limosa,Media,Franco-Limosa a Franco-Arcillosa,Media,Regular a Alto,Mollisoles,VII
102848,102848,15.00984658,-90.26912625,0,2012-04-16,Pzm,Terciario hasta el presente,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ci,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa,Moderadamente Fina,Regular,Ultisoles,VII
