,landslide_id,latitude,longitude,landslide,event_date,rock_geo,rock_period,fis_nomr,rock_type,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_tax,soil_use
113864,113864,17.4382634,-90.03075418,0,2018-12-27,Tic,Cuaternario reciente,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,IV
113865,113865,14.48508678,-89.57390165,0,2017-04-16,Tv,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Gu,Roca Máfica,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Regular a Bajo,Entisoles,IV
113873,113873,15.51124763,-90.08069601,0,2017-03-17,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cb,Caliza,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa a Arcilla,Moderadamente Fina,-999,Ultisoles,VI
113874,113874,17.62413186,-89.33875268,0,2015-05-26,Qa,Cuaternario,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ya,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
113875,113875,16.92729463,-89.55963294,0,2016-03-01,Ksd,Cretácico superior,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
113877,113877,16.07752343,-89.74527233,0,2011-12-31,Ksd,Del Terciario al  actual.,Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VI
113882,113882,17.74882571,-89.95059421,0,2013-03-23,Tic,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ma,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,IV
113883,113883,16.31414759,-89.4944794,0,2021-02-20,Ksd,Terciario,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Pu,Caliza,Buen Drenaje,Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Alfisoles,IV
113888,113888,15.38707436,-88.65190491,0,2011-05-21,Pzm,Terciario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ga,Esquisto o Esquisto Arcilloso,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa a más Liviana,Moderadamente Fina,Muy Alto,Inceptisoles,VII
113890,113890,17.31769313,-89.48232141,0,2019-04-05,Qa,Cuaternario,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ya,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
113891,113891,14.2823789,-89.77528057,0,2012-06-26,Tv,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mg,Lava Máfica o Brecha de Toba,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Entisoles,VII
113895,113895,14.11116421,-91.05073592,0,2012-01-24,Qa,Pleistoceno y actual; Cuaternario,Llanura Costera del Pacífico,Rocas Sedimentarias,Px,Aluvión,Drenaje Excesivo,Franco-Arenosa o Franco-Arenosa Fina,Media,Arena-Franca,Gruesa,Bajo,Mollisoles,II
113899,113899,14.79231033,-90.44656755,0,2018-01-14,Pzm,Cretácico superior y Terciario medio al superior.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chn,"Granito, Gneis",Buen Drenaje,Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillo-Micácea,Moderadamente Fina,Alto,Inceptisoles,VII
113903,113903,16.867665,-89.76150782,0,2016-09-06,Ksd,Cretácico superior,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Entisoles,VII
113907,113907,17.14912398,-89.61689587,0,2017-04-11,Tpe,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VI
113908,113908,17.40729642,-90.84278427,0,2010-01-31,Qa,Terciario inferior al Cuaternario reciente.,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Chq,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Alfisoles,III
113909,113909,14.28398798,-91.61396602,0,2021-04-19,Qa,Pleistoceno al reciente.,Llanura Costera del Pacífico,Rocas Sedimentarias,Ix,Materiales de Grano Fino,Drenaje Moderado,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,II
113912,113912,15.60546531,-89.39229407,0,2020-03-09,Pi,"Se considera complejafinales del Terciario (Mioceno-Plioceno), al cuaternario reciente.",Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Sh,Serpentina o Roca Máfica Serpentinizada,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Entisoles,VII
113914,113914,17.68444742,-89.79668115,0,2016-02-16,Tic,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ma,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,IV
113921,113921,15.57480158,-88.81098353,0,2017-12-06,CPsr,Desde Cretácico para haberse sometido a procesos erosivos del Terciario al Presente.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII
113922,113922,16.64815191,-89.73394199,0,2016-07-28,Ksd,Del Terciario al  actual.,Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Jo,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,VI
113923,113923,15.73672244,-90.58132961,0,2020-03-13,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
113925,113925,15.64098587,-89.3547473,0,2013-09-08,Ksd,"Se considera complejafinales del Terciario (Mioceno-Plioceno), al cuaternario reciente.",Tierras Altas Sedimentarias,Rocas Sedimentarias,Sh,Serpentina o Roca Máfica Serpentinizada,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Entisoles,VII
113929,113929,14.38271194,-90.99242656,0,2015-01-08,Qv,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Es,Lodo Volcánico,Buen Drenaje,Franca,Media,Franca a Franca-Arcillosa,Media,Regular a Alto,Andisoles,III
113931,113931,15.53422099,-89.93821242,0,2020-01-20,KTs,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Gp,Esquisto Arcilloso,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Regular,Inceptisoles,VII
113934,113934,15.20280022,-90.02822401,0,2018-09-23,CPsr,Terciario Inferior hasta el Cuaternario Reciente.,Tierras Altas Cristalinas,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII
113939,113939,15.75966386,-88.70090103,0,2016-11-07,Tsd,Terciario superior,Depresión de Izabal,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII
113942,113942,17.67872785,-90.62788481,0,2012-10-14,Qa,Terciario inferior al Cuaternario reciente.,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Bo,Caliza,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
113948,113948,15.79262528,-89.88748162,0,2014-12-03,Ksd,Cuaternario hasta el presente,Tierras Altas Sedimentarias,Rocas Sedimentarias,Sb,Aluvión,Buen Drenaje,Franco-Arcillosa o Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Ultisoles,VI
113951,113951,17.75439267,-89.67248561,0,2010-10-02,Tic,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,IV
113952,113952,17.33769377,-89.80892319,0,2016-10-02,Tic,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,IV
113953,113953,16.56734758,-89.9723362,0,2012-03-08,Tpe,Del Terciario al  actual.,Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Pe,Aluvión,Drenaje Pobre,Franco-Arenosa Muy Fina,Media,Franco-Arcillo-Arenosa,Moderadamente Fina,Bajo,Ultisoles,III
113955,113955,17.50904305,-89.60434408,0,2021-09-25,Qa,Cuaternario,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ua,Roca Calcárea,Drenaje Moderado,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
113958,113958,15.19652967,-89.29438975,0,2018-07-11,Pzm,Terciario Inferior hasta el Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Mj,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Arcilla-Micácea,Media,Alto,Inceptisoles,VII
113963,113963,16.86755857,-90.90000607,0,2016-11-20,Tpe,Terciario inferior.,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Ql,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Alfisoles,III
113965,113965,17.02635463,-90.53009101,0,2011-07-19,Ksd,Cuaternario,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ql,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Alfisoles,III
113970,113970,16.37454838,-89.98998876,0,2015-10-16,Tpe,Del Terciario al  actual.,Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Jo,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,VI
113971,113971,14.27641911,-90.09732049,0,2017-06-12,Tv,Terciario superior al principio del Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Ss,Esquisto Arcilloso Calcáreo,Buen Drenaje,Franco-Arcillo-Esquistosa o Gravosa,Moderadamente Fina,Franco-Arcillo-Esquistosa o Gravosa,Moderadamente Fina,Alto,Inceptisoles,VII
113974,113974,14.95076279,-92.04272365,0,2019-06-18,Qv,Cuaternario.,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Cho,Ceniza Volcánica o Material Aluvial,Buen Drenaje,Franco-Limosa o Arcillosa,Media,Franco-Arcillo-Limosa a Arcilla,Moderadamente Fina,Regular a Alto,Andisoles,VI
113977,113977,16.74131453,-90.12914946,0,2012-12-05,Ksd,Terciario,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Chh,Roca Calcárea,Buen Drenaje,Arcilla-Limosa a Arcilla,Fina,Arcilla,Muy Fina,Bajo,Ultisoles,III
113980,113980,15.69839156,-89.02804926,0,2021-02-22,Qa,"Terciario superior.(Oligoceno, Plioceno)",Depresión de Izabal,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,II
113984,113984,15.20703996,-89.1918804,0,2020-08-26,KTsb,fines del Mioceno y principios del Plioceno,Depresión del Motagua,Rocas Sedimentarias,Zr,Esquisto Arcilloso,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VII
113989,113989,17.27314764,-90.9409338,0,2011-04-05,Qa,Terciario inferior al Cuaternario reciente.,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Sp,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
113990,113990,17.45326027,-89.76367105,0,2013-08-01,Tic,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
113994,113994,15.59370286,-88.56882073,0,2013-01-03,Tsp,Finales del Terciario hasta llegar al actual.,Depresión del Motagua,Rocas Sedimentarias,Qr,Dépositos Aluviales Antiguos o Marinos,Drenaje muy Pobre,Franco-Limosa,Media,Arcilla,Muy Fina,Bajo,Inceptisoles,V
113996,113996,15.99438644,-89.89929082,0,2020-12-09,KTs,Cuaternario hasta el presente,Tierras Altas Sedimentarias,Rocas Sedimentarias,Gp,Esquisto Arcilloso,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Regular,Alfisoles,III
113998,113998,15.22497147,-90.00345126,0,2021-12-20,CPsr,Mesozóico hasta el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,VI
114002,114002,14.4568625,-91.74670074,0,2015-05-07,Qa,Cuaternario,Llanura Costera del Pacífico,Rocas Sedimentarias,It,Materiales de Grano Fino,-999,-999,,-999,-999,-999,Mollisoles,II
114007,114007,14.64249605,-91.70977442,0,2019-11-11,Qv,Cuaternario reciente.,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Chv,Ceniza Volcánica,Drenaje Excesivo,Arena Fina-Franca Suelta o Arena Muy Fina -Franca,Gruesa,Ceniza no Intemperizada,--,Alto,Andisoles,VI
114011,114011,16.29151211,-90.14436667,0,2015-10-09,Ksd,Terciario inferior (Paleoceno Eoceno),Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Chl,Esquisto Arcilloso Calcáreo o Caliza suave,Drenaje Imperfercto,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Ultisoles,III
114012,114012,14.04397022,-90.88048984,0,2012-04-08,Qa,Pleistoceno y actual; Cuaternario,Llanura Costera del Pacífico,Rocas Sedimentarias,Ts,Depósitos Marinos Aluviales,Buen Drenaje,Franca,Media,Franca o Franco-Arenosa a Arena-Franca,Media,Bajo,Mollisoles,II
114017,114017,16.16510429,-90.19117652,0,2012-01-02,Tsp,Terciario inferior (Paleoceno Eoceno),Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Sr,Caliza y Aluvión de Esquisto Arcilloso,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Inceptisoles,III
114019,114019,15.62022693,-88.40468592,0,2020-05-31,Qa,Finales del Terciario hasta llegar al actual.,Depresión del Motagua,Rocas Sedimentarias,In,Sedimentos,Drenaje muy Pobre,Franco-Arcillosa a Franco-Arcillo-Micácea,Moderadamente Fina,Franco-Arcillo-Micácea,Moderadamente Fina,Bajo,Entisoles,III
114023,114023,15.79700674,-90.61560021,0,2019-11-17,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
114027,114027,17.63719295,-89.38450646,0,2015-06-17,Qa,Cuaternario,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ya,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
114028,114028,16.87021792,-90.90795924,0,2015-08-02,Tpe,Terciario inferior.,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Ql,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Alfisoles,III
114029,114029,15.76227392,-89.56129002,0,2017-01-06,KTs,Cretácico superior al Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Se,Esquisto Arcilloso,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VI
114031,114031,17.08509478,-90.11286507,0,2015-06-11,Tpe,Cuaternario,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VI
114033,114033,17.22866638,-90.7217938,0,2011-08-20,Qa,El relleno inicial se inició en el Terciario hasta nuestros días.,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Sp,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,V
114035,114035,16.98988373,-90.64078756,0,2016-04-16,Ksd,Cretácico superior,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VIII
114036,114036,17.2411826,-91.29543168,0,2016-06-02,Ksd,Cretácico superior,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Ql,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Alfisoles,VIII
114038,114038,15.67762753,-91.83253326,0,2021-03-02,JKts,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ne,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VII
114041,114041,14.31432741,-91.89984339,0,2015-05-06,Qa,Cuaternario,Llanura Costera del Pacífico,Rocas Sedimentarias,Chm,Depósitos Marinos,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,V
114042,114042,13.91637187,-90.9770385,0,2019-09-15,Qa,Pleistoceno,Llanura Costera del Pacífico,Rocas Sedimentarias,AM,Arena de Mar,Drenaje Excesivo,Arena,Gruesa,Arena,Gruesa,--,Entisoles,VIII
114043,114043,15.24918118,-89.46715124,0,2010-12-08,Pzm,Terciario Inferior hasta el Cuaternario Reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ci,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa,Moderadamente Fina,Regular,Ultisoles,VII
114046,114046,17.58379341,-89.43677348,0,2014-05-21,Qa,Cuaternario,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ya,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
114057,114057,13.96749105,-90.40958495,0,2011-08-18,Qa,Pleistoceno y llega al Reciente,Llanura Costera del Pacífico,Rocas Sedimentarias,Pp,Depósitos Marinos o Aluviales,Drenaje muy Pobre,Franco-Arenosa Muy Fina,Media,Arcilla,Muy Fina,Bajo,Alfisoles,II
114058,114058,14.10211127,-90.94013304,0,2021-08-20,Qa,Pleistoceno y actual; Cuaternario,Llanura Costera del Pacífico,Rocas Sedimentarias,Ti,Depósitos Marinos Aluviales,Buen Drenaje,Franco-Arenosa Fina,Media,Franco-Arenosa-Fina,Media,Regular a bajo,Mollisoles,II
114061,114061,16.34799923,-89.35232595,0,2013-07-15,Ksd,"Paleoizoico y Mesozoico, identificandose algunos sedimentos del Terciario Inferior.",Montañas Mayas,Rocas Sedimentarias,Suc,Roca Calcárea,Drenaje Imperfecto,Franco-Arenosa,Media,Franco-Limosa a Franco-Arcillo-Limoso,Media,Regular a Bajo,Alfisoles,III
114063,114063,17.73638444,-90.47400042,0,2015-12-07,Qa,Terciario inferior al Cuaternario reciente.,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Sp,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
114068,114068,14.92673969,-89.80934716,0,2010-05-27,Qa,Cuaternario reciente,Depresión del Motagua,Rocas Sedimentarias,SV,-999,-999,-999,,-999,-999,-999,Entisoles,III
114069,114069,16.8695344,-89.89208827,0,2018-08-13,Ksd,Cretácico superior,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Entisoles,VII
114074,114074,15.36518891,-88.80588485,0,2016-06-13,Qa,Finales del Terciario hasta llegar al actual.,Depresión del Motagua,Rocas Sedimentarias,In,Sedimentos,Drenaje muy Pobre,Franco-Arcillosa a Franco-Arcillo-Micácea,Moderadamente Fina,Franco-Arcillo-Micácea,Moderadamente Fina,Bajo,Entisoles,III
114075,114075,14.2711478,-90.00812434,0,2020-02-09,Qv,Período Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Qa,Ceniza Volcánica,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Andisoles,VII
114076,114076,14.09399687,-90.00415125,0,2013-05-27,Qv,Terciario superior al Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mg,Lava Máfica o Brecha de Toba,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Entisoles,IV
114079,114079,14.29427805,-90.15388651,0,2012-01-17,Ksd,Finales del Terciario hasta principios del Cuaternario,Tierras Altas Volcánicas,Rocas Sedimentarias,Pi,Toba Volcánica o brecha de Toba de color claro,Buen Drenaje,Franco-Limosa,Media,Arcillo-Arenosa-Gravosa o Arcilla a Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Inceptisoles,VII
114081,114081,14.19974882,-91.532161,0,2016-02-28,Qa,Pleistoceno al reciente.,Llanura Costera del Pacífico,Rocas Sedimentarias,Ix,Materiales de Grano Fino,Drenaje Moderado,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,II
114085,114085,16.65407526,-89.20202924,0,2020-08-22,Ksd,Terciario,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Cx,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
114086,114086,13.99656589,-91.20982431,0,2010-09-30,Qa,Pleistoceno y actual; Cuaternario,Llanura Costera del Pacífico,Rocas Sedimentarias,Bu,Depósitos Marinos o Aluviales,Drenaje muy Pobre,Franco-Arcillosa,Moderadamente Fina,Franco-Arcillosa a Arcilla-Arenosa,Moderadamente Fina,Bajo,Mollisoles,I
114087,114087,17.06010822,-90.45219384,0,2015-04-02,Ksd,Cuaternario,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Jo,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,VI
114094,114094,14.45346522,-91.27717829,0,2010-07-17,Qa,Cuaternario reciente.,Pendiente Volcánica Reciente,Rocas Sedimentarias,Gn,Arena Volcánica,Drenaje Excesivo,Franco-Arenosa,Media,Franco-Arenosa o Franco-Gruesa,Media,Regular,Andisoles,III
114098,114098,15.92495714,-90.15416689,0,2011-01-25,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VI
114106,114106,15.00218355,-89.82789357,0,2015-10-19,Pi,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Chg,Esquisto,Drenaje Excesivo,Franco-Arenosa-Gravosa a Franco-Arcillo-Arenosa,Moderadamente Fina,Franco-Arcillosa Gravosa,Moderadamente Fina,Alto,Entisoles,VIII
114115,114115,14.03341377,-90.89233191,0,2018-06-20,Qa,Pleistoceno y actual; Cuaternario,Llanura Costera del Pacífico,Rocas Sedimentarias,Px,Aluvión,Drenaje Excesivo,Franco-Arenosa o Franco-Arenosa Fina,Media,Arena-Franca,Gruesa,Bajo,Mollisoles,II
114116,114116,14.08603199,-89.99777851,0,2013-11-20,Qv,Terciario superior al Cuaternario antiguo.,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Mg,Lava Máfica o Brecha de Toba,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Entisoles,VII
114125,114125,17.6216926,-89.87814987,0,2017-10-27,Tic,Terciario inferior,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Ma,Roca Calcárea,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,IV
114126,114126,17.58557814,-90.8811843,0,2018-05-11,Tic,Terciario inferior al Cuaternario reciente.,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Bo,Caliza,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Vertisoles,III
114131,114131,16.53946797,-90.14371757,0,2016-12-05,Tpe,Terciario inferior (Paleoceno Eoceno) al Cuaternario.,Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Sr,Caliza y Aluvión de Esquisto Arcilloso,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Inceptisoles,V
114134,114134,16.32851349,-90.31362936,0,2011-04-22,Tsp,Del Pleistoceno al actual en el período Cuaternario,Tierras Bajas Interiores de Petén,Rocas Sedimentarias,Sr,Caliza y Aluvión de Esquisto Arcilloso,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Inceptisoles,III
114136,114136,14.05255041,-90.49334434,0,2014-12-25,Qa,Cuaternario,Pendiente Volcánica Reciente,Rocas Sedimentarias,Tt,Ceniza Volcánica,Buen Drenaje,Franca,Media,Franco-Arcillosa a Arcilla,Moderadamente Fina,Bajo (en algunos lugares Regular),Vertisoles,IV
114140,114140,16.6467472,-89.79397381,0,2012-04-15,Ksd,Terciario inferior.,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Chh,Roca Calcárea,Buen Drenaje,Arcilla-Limosa a Arcilla,Fina,Arcilla,Muy Fina,Bajo,Ultisoles,III
114144,114144,16.05592933,-91.29837885,0,2016-04-04,Ksd,Cretácico superior y Terciario Inferior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Qt,Caliza,Buen Drenaje,Franco-Arcillo-Turbosa,Media,Franco-Arcillosa,Moderadamente Fina,Alto,Inceptisoles,VII
114145,114145,16.96884159,-90.01303424,0,2013-06-01,Tpe,Cuaternario,Plataforma Sedimentaria de Yucatán,Rocas Sedimentarias,Yx,Roca Calcárea,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VI
114146,114146,16.79049427,-90.75818389,0,2012-09-17,Ksd,Cretácico superior,Cinturón Plegado del Lacandón,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VI
114150,114150,15.84612473,-89.74450889,0,2012-06-14,Ksd,Cuaternario hasta el presente,Tierras Altas Sedimentarias,Rocas Sedimentarias,Sb,Aluvión,Buen Drenaje,Franco-Arcillosa o Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Ultisoles,III
