,landslide_id,latitude,longitude,landslide,event_date,rock_geo,rock_period,fis_nomr,rock_type,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_tax,soil_use,elevation_1,elevation_6,elevation_11,elevation_16,elevation_21,elevation_2,elevation_7,elevation_12,elevation_17,elevation_22,elevation_3,elevation_8,elevation_13,elevation_18,elevation_23,elevation_4,elevation_9,elevation_14,elevation_19,elevation_24,elevation_5,elevation_10,elevation_15,elevation_20,elevation_25,slope_1,slope_6,slope_11,slope_16,slope_21,slope_2,slope_7,slope_12,slope_17,slope_22,slope_3,slope_8,slope_13,slope_18,slope_23,slope_4,slope_9,slope_14,slope_19,slope_24,slope_5,slope_10,slope_15,slope_20,slope_25,aspect_1,aspect_6,aspect_11,aspect_16,aspect_21,aspect_2,aspect_7,aspect_12,aspect_17,aspect_22,aspect_3,aspect_8,aspect_13,aspect_18,aspect_23,aspect_4,aspect_9,aspect_14,aspect_19,aspect_24,aspect_5,aspect_10,aspect_15,aspect_20,aspect_25,placurv_1,placurv_6,placurv_11,placurv_16,placurv_21,placurv_2,placurv_7,placurv_12,placurv_17,placurv_22,placurv_3,placurv_8,placurv_13,placurv_18,placurv_23,placurv_4,placurv_9,placurv_14,placurv_19,placurv_24,placurv_5,placurv_10,placurv_15,placurv_20,placurv_25,procurv_1,procurv_6,procurv_11,procurv_16,procurv_21,procurv_2,procurv_7,procurv_12,procurv_17,procurv_22,procurv_3,procurv_8,procurv_13,procurv_18,procurv_23,procurv_4,procurv_9,procurv_14,procurv_19,procurv_24,procurv_5,procurv_10,procurv_15,procurv_20,procurv_25
1014,23023,14.94861111,-89.77694444,1,2020-11-07,Qa,Cuaternario reciente,Depresión del Motagua,Rocas Sedimentarias,Ac,Roca Serpentina,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla o Franco-Arcillosa,Muy Fina,Alto,Entisoles,III,235.0,234.0,234.0,234.0,234.0,235.0,233.0,233.0,233.0,233.0,232.0,233.0,233.0,233.0,233.0,232.0,233.0,233.0,233.0,233.0,232.0,233.0,233.0,233.0,233.0,3.6469705,4.16874,2.8624053,2.8624053,2.8624053,7.6675773,5.1506524,2.8624053,2.8624053,2.8624053,6.457955,2.263636,0.0,0.0,0.0,2.8624053,2.8624053,0.0,0.0,0.0,6.37937,6.37937,5.710593,4.5202274,2.0248682,101.30993,120.96375,180.0,180.0,180.0,158.1986,146.30994,180.0,180.0,180.0,186.3402,198.43495,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,206.56505,206.56505,180.0,198.43495,225.0,-0.0,-2.5,-0.0,-0.0,-0.0,27.692308,-8.0,-0.0,-0.0,-0.0,-16.5,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-4.0,12.0,-0.0,-0.0,0.0,-10.0,-2.5,-10.0,-10.0,-10.0,-22.307693,22.0,10.0,10.0,10.0,23.5,-10.0,0.0,0.0,0.0,10.0,-10.0,0.0,0.0,0.0,-14.0,-18.0,-20.0,-20.0,0.0
1015,23024,15.6075,-91.38472222,1,2020-11-07,Pzm,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Ic,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VII,2408.0,2408.0,2408.0,2408.0,2413.0,2394.0,2394.0,2394.0,2394.0,2406.0,2394.0,2394.0,2394.0,2394.0,2406.0,2394.0,2394.0,2394.0,2394.0,2406.0,2386.0,2386.0,2386.0,2386.0,2402.0,42.058487,34.99202,34.99202,34.96625,28.922886,40.468136,34.99202,34.99202,38.611973,33.97373,26.565052,0.0,0.0,30.963757,30.963757,34.723732,21.80141,21.80141,36.43627,34.854103,36.968903,21.80141,21.80141,39.612766,38.32882,222.75426,180.0,180.0,208.85567,217.64761,219.05313,180.0,180.0,219.9204,229.51399,270.0,270.0,270.0,270.0,270.0,230.85602,180.0,180.0,241.69925,248.9625,234.46233,180.0,180.0,244.98311,251.56505,142.10959,-0.0,-0.0,-39.592762,40.2027,26.013514,-0.0,-0.0,-145.76471,-36.99482,-0.0,0.0,0.0,-0.0,-0.0,80.48781,-0.0,-0.0,9.230769,42.0,-29.012877,-0.0,-0.0,-104.0,-32.941177,-127.89041,-140.0,-140.0,-129.59276,-79.7973,66.01351,140.0,140.0,114.2353,-86.99482,-100.0,0.0,0.0,120.0,-120.0,-99.5122,-80.0,-80.0,49.23077,-118.0,-79.01288,80.0,80.0,136.0,-152.94118
1016,23041,15.37194444,-90.43916667,1,2020-11-07,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cr,Ceniza Volcánica,Buen Drenaje,Franco-Limosa a Franca Arcillosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Bajo,Andisoles,VI,1380.0,1380.0,1380.0,1380.0,1381.0,1379.0,1380.0,1380.0,1380.0,1381.0,1379.0,1380.0,1380.0,1380.0,1381.0,1379.0,1380.0,1380.0,1380.0,1381.0,1380.0,1379.0,1379.0,1379.0,1380.0,2.263636,1.0127504,0.0,2.8624053,2.8624053,3.0357237,2.263636,0.0,2.8624053,2.8624053,2.8624053,2.8624053,0.0,2.8624053,2.8624053,2.0248682,2.0248682,2.8624053,4.044691,4.044691,2.0248682,2.0248682,2.8624053,4.044691,4.044691,198.43495,225.0,270.0,270.0,270.0,225.0,251.56505,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,315.0,225.0,180.0,225.0,225.0,45.0,135.0,180.0,225.0,225.0,-0.0,0.0,0.0,-0.0,-0.0,-12.5,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-15.0,15.0,-0.0,-0.0,10.0,15.0,-15.0,-0.0,-10.0,-0.0,-10.0,0.0,0.0,10.0,-10.0,7.5,-10.0,0.0,10.0,-10.0,10.0,-10.0,0.0,10.0,-10.0,5.0,-5.0,-10.0,0.0,-10.0,-5.0,5.0,10.0,10.0,0.0
1017,23048,15.09027778,-89.35333333,1,2020-11-07,Pzm,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Za,Roca de Granito y Gneis Intemperizado,Buen Drenaje,Franco-Arenosa Fina,Media,Franco-Arcillo-Arenosa,Moderadamente Fina,Alto,Inceptisoles,VII,277.0,277.0,277.0,263.0,263.0,274.0,274.0,274.0,259.0,259.0,274.0,274.0,274.0,259.0,259.0,274.0,274.0,274.0,259.0,259.0,276.0,276.0,276.0,262.0,262.0,20.45103,8.530766,36.15918,36.381233,11.309933,26.34877,8.530766,37.059753,37.26974,11.309933,28.810795,0.0,36.8699,36.8699,0.0,31.735376,5.710593,36.724087,36.877537,8.530766,35.598537,5.710593,35.803925,35.966377,8.530766,103.570435,180.0,102.8477,104.74356,180.0,100.175514,180.0,102.42594,104.26451,180.0,90.0,270.0,90.0,90.0,270.0,75.96375,0.0,81.32683,79.43899,0.0,77.90524,0.0,81.027374,79.077194,0.0,2.0,-0.0,33.80488,25.09434,-0.0,-41.884617,-0.0,-24.038462,-48.547718,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-19.36,-0.0,-17.685589,-35.576923,-0.0,19.650656,-0.0,21.7,21.512196,-0.0,32.0,-30.0,-136.19513,125.094345,-40.0,98.11539,30.0,-144.03847,141.45229,40.0,110.0,0.0,-150.0,150.0,0.0,110.64,20.0,-147.6856,144.42308,30.0,149.65065,-20.0,-138.3,131.51219,-30.0
1018,23055,14.68694444,-91.80305556,1,2020-11-07,Qv,Cuaternario reciente.,Pendiente Volcánica Reciente,ROCAS IGNEAS Y METAMORFICAS,Sx,Ceniza Volcánica,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Alto,Andisoles,III,717.0,716.0,716.0,716.0,715.0,715.0,714.0,714.0,714.0,715.0,715.0,714.0,714.0,714.0,715.0,715.0,714.0,714.0,714.0,715.0,714.0,713.0,713.0,713.0,715.0,6.37937,6.37937,5.710593,4.5202274,2.0248682,6.37937,6.37937,5.710593,4.5202274,2.0248682,2.8624053,2.8624053,0.0,2.8624053,2.8624053,4.044691,4.044691,2.8624053,4.16874,3.6469705,4.044691,4.044691,2.8624053,5.438008,5.0511527,153.43495,153.43495,180.0,161.56505,135.0,153.43495,153.43495,180.0,198.43495,225.0,90.0,90.0,270.0,270.0,270.0,135.0,135.0,180.0,239.03624,258.69006,135.0,135.0,180.0,246.8014,261.8699,12.0,-4.0,-0.0,16.0,-0.0,4.0,-12.0,-0.0,-16.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,10.0,-0.0,-0.0,-2.5,-0.0,-0.0,-10.0,-0.0,-14.0,-0.0,-18.0,-14.0,-20.0,-14.0,10.0,14.0,18.0,20.0,14.0,-10.0,-10.0,10.0,0.0,10.0,-10.0,-10.0,0.0,-10.0,-2.5,-10.0,0.0,10.0,10.0,16.0,-20.0
1019,23069,14.72138889,-89.76888889,1,2020-11-07,Pzm,Terciario al Cuaternario reciente.,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Tl,Esquisto,Buen Drenaje,Franco-Arenosa,Media,Franco-Arcillo-Gravosa,Moderadamente Fina,Alto,Inceptisoles,VII,1370.0,1370.0,1370.0,1370.0,1371.0,1373.0,1370.0,1370.0,1370.0,1367.0,1373.0,1370.0,1370.0,1370.0,1367.0,1373.0,1370.0,1370.0,1370.0,1367.0,1376.0,1369.0,1369.0,1369.0,1366.0,6.762861,3.0357237,0.0,2.8624053,8.530766,9.039936,6.762861,0.0,6.37937,10.2193775,8.530766,8.530766,0.0,8.530766,8.530766,12.6043825,11.309933,2.8624053,8.984877,8.984877,17.5484,16.699244,2.8624053,8.984877,8.984877,18.434948,45.0,270.0,180.0,180.0,45.0,71.56505,270.0,116.56505,146.30994,90.0,90.0,270.0,90.0,90.0,63.434948,90.0,180.0,108.43495,108.43495,71.56505,90.0,180.0,108.43495,108.43495,-0.0,0.0,0.0,-0.0,16.470589,37.5,-0.0,0.0,-0.0,-43.2,-0.0,-0.0,0.0,-0.0,-0.0,10.0,-0.0,-0.0,12.0,6.0,43.448277,-14.0,-0.0,-6.0,-12.0,30.0,0.0,0.0,10.0,-33.52941,-22.5,30.0,0.0,-30.0,26.800001,-30.0,30.0,0.0,-30.0,30.0,10.0,20.0,-10.0,-28.0,26.0,-56.551723,66.0,10.0,-26.0,28.0
1021,23193,15.67111111,-91.19694444,1,2020-11-08,Pzm,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Ca,Caliza y Ceniza Volcánica,Buen Drenaje,Franca a Franco-Limosa,Media,Franco-Limosa a Franco-Arcillosa,Media,Regular a Alto,Mollisoles,VIII,816.0,849.0,849.0,849.0,911.0,816.0,849.0,849.0,849.0,911.0,802.0,812.0,812.0,812.0,879.0,802.0,812.0,812.0,812.0,879.0,802.0,812.0,812.0,812.0,879.0,58.781597,58.781597,0.0,72.12131,72.12131,59.278072,64.24894,61.60698,74.60901,74.36371,51.630283,60.25134,61.60698,75.038216,74.81318,26.565052,26.565052,0.0,73.37924,73.37924,30.246256,30.246256,16.699244,72.85831,73.096016,270.0,270.0,270.0,270.0,270.0,234.0665,221.08842,180.0,240.52411,242.26947,218.57126,206.74811,180.0,241.46591,243.17412,270.0,270.0,270.0,270.0,270.0,239.03624,239.03624,180.0,262.24478,257.4948,-0.0,-0.0,0.0,-0.0,-0.0,109.65759,404.84744,-0.0,99.012085,372.91702,-59.121624,96.97073,-0.0,-450.6888,-145.83711,-0.0,-0.0,0.0,-0.0,-0.0,17.647058,70.588234,-0.0,59.078453,213.35391,330.0,-330.0,0.0,620.0,-620.0,299.6576,-295.15256,-370.0,349.0121,-567.083,180.87839,366.97073,370.0,589.3112,-495.83713,100.0,-100.0,0.0,670.0,-670.0,57.64706,-89.411766,-60.0,669.0785,-626.6461
1022,23194,15.63611111,-91.20222222,1,2020-11-08,CPsr,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ca,Caliza y Ceniza Volcánica,Buen Drenaje,Franca a Franco-Limosa,Media,Franco-Limosa a Franco-Arcillosa,Media,Regular a Alto,Mollisoles,VIII,1691.0,1698.0,1698.0,1698.0,1708.0,1691.0,1697.0,1697.0,1697.0,1706.0,1689.0,1697.0,1697.0,1697.0,1706.0,1689.0,1697.0,1697.0,1697.0,1706.0,1689.0,1697.0,1697.0,1697.0,1706.0,18.66144,18.756304,2.8624053,26.17366,26.34877,19.221525,18.944181,2.8624053,25.018644,25.206566,20.928177,20.597847,0.0,24.227745,24.227745,21.80141,21.80141,0.0,24.227745,24.227745,20.70185,17.470976,2.8624053,24.89214,24.828512,267.8789,263.65982,180.0,262.69424,259.8245,255.46555,259.5085,180.0,262.30396,259.28687,258.69006,266.1859,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,304.2157,276.84277,180.0,265.36453,268.45184,-0.0,11.900001,-0.0,9.405941,24.038462,10.5,-8.918919,-0.0,-10.426829,-13.764706,-25.882353,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-84.0,15.384616,-0.0,8.231708,-0.0,70.0,-68.1,-10.0,99.405945,-95.96154,50.5,-58.91892,10.0,89.57317,-83.76471,74.117645,-80.0,0.0,90.0,-90.0,80.0,-80.0,0.0,90.0,-90.0,56.0,-74.61539,-10.0,88.23171,-90.0
1023,23195,15.55565389,-91.33505889,1,2020-11-08,JKts,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ca,Caliza y Ceniza Volcánica,Buen Drenaje,Franca a Franco-Limosa,Media,Franco-Limosa a Franco-Arcillosa,Media,Regular a Alto,Mollisoles,VII,2659.0,2659.0,2663.0,2663.0,2663.0,2658.0,2658.0,2665.0,2665.0,2665.0,2658.0,2658.0,2665.0,2665.0,2665.0,2658.0,2658.0,2665.0,2665.0,2665.0,2658.0,2658.0,2665.0,2665.0,2668.0,2.8624053,13.378046,13.797973,5.710593,6.0544987,2.8624053,17.36707,17.676495,5.710593,8.293805,0.0,19.290047,19.290047,0.0,8.530766,0.0,19.290047,19.290047,3.0357237,9.256682,14.036243,21.56813,20.260141,9.520203,9.926246,180.0,266.9872,284.74356,0.0,45.0,180.0,267.70938,281.30994,0.0,59.036243,270.0,270.0,270.0,270.0,90.0,270.0,270.0,270.0,315.0,32.47119,0.0,304.69516,298.30075,333.43494,0.0,-0.0,3.5294118,-2.0,-0.0,8.0,-0.0,-13.3,27.73585,-0.0,27.692308,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-12.5,-0.0,-61.48649,-18.103449,-30.0,41.538464,-10.0,33.52941,-22.0,20.0,18.0,10.0,66.700005,-62.264153,-20.0,-22.307693,0.0,70.0,-70.0,0.0,-30.0,0.0,70.0,-70.0,0.0,-12.5,50.0,58.513515,-58.10345,30.0,-28.461538
1024,23196,15.47096389,-91.41624083,1,2020-11-08,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tq,Caliza,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Alto,Mollisoles,IV,3233.0,3233.0,3231.0,3231.0,3231.0,3232.0,3232.0,3230.0,3230.0,3230.0,3232.0,3232.0,3230.0,3230.0,3230.0,3232.0,3232.0,3230.0,3230.0,3230.0,3232.0,3232.0,3230.0,3230.0,3230.0,2.8624053,6.37937,6.37937,2.8624053,3.0357237,2.8624053,6.37937,6.37937,2.8624053,2.263636,0.0,5.710593,5.710593,0.0,0.0,0.0,5.710593,5.710593,0.0,0.0,8.530766,8.293805,6.0544987,2.8624053,2.8624053,180.0,116.56505,116.56505,180.0,135.0,180.0,116.56505,116.56505,180.0,161.56505,270.0,90.0,90.0,270.0,270.0,270.0,90.0,90.0,270.0,270.0,180.0,149.03624,135.0,180.0,180.0,-0.0,12.0,4.0,-0.0,12.5,-0.0,-4.0,-12.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,27.692308,8.0,-0.0,-0.0,-10.0,-18.0,14.0,-10.0,-7.5,10.0,-14.0,18.0,10.0,10.0,0.0,-20.0,20.0,0.0,0.0,0.0,-20.0,20.0,0.0,0.0,-30.0,-22.307693,18.0,-10.0,-10.0
1025,23197,15.41014694,-91.43233778,1,2020-11-08,JKts,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tq,Caliza,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Alto,Mollisoles,VII,3145.0,3145.0,3146.0,3146.0,3146.0,3145.0,3145.0,3146.0,3146.0,3146.0,3147.0,3147.0,3147.0,3147.0,3147.0,3147.0,3147.0,3147.0,3147.0,3147.0,3147.0,3147.0,3147.0,3147.0,3147.0,0.0,2.8624053,2.8624053,0.0,0.0,5.710593,5.438008,4.16874,2.8624053,2.263636,5.710593,5.0511527,3.6469705,2.8624053,3.0357237,0.0,0.0,0.0,0.0,2.8624053,8.530766,7.8609586,6.457955,5.710593,6.0544987,270.0,270.0,270.0,270.0,270.0,0.0,336.80142,329.03625,0.0,18.434948,0.0,351.8699,348.69006,0.0,45.0,270.0,270.0,270.0,270.0,90.0,0.0,5.194429,6.340192,0.0,45.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-14.0,-2.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.5,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.0,0.0,10.0,-10.0,0.0,0.0,20.0,16.0,-2.5,10.0,10.0,-20.0,-20.0,-10.0,-10.0,-7.5,0.0,0.0,0.0,0.0,-10.0,30.0,30.0,20.0,20.0,18.0
1026,23198,15.76041667,-91.46239444,1,2020-11-08,JKts,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tq,Caliza,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Alto,Mollisoles,VII,2624.0,2624.0,2624.0,2620.0,2620.0,2624.0,2624.0,2624.0,2620.0,2620.0,2624.0,2624.0,2624.0,2620.0,2620.0,2611.0,2611.0,2611.0,2608.0,2608.0,2611.0,2611.0,2611.0,2608.0,2608.0,16.699244,0.0,11.309933,11.309933,0.0,16.699244,0.0,11.309933,11.309933,0.0,36.90805,33.02387,33.604107,32.641853,30.963757,35.803925,33.02387,33.340313,32.36201,30.963757,2.8624053,0.0,8.530766,8.530766,0.0,90.0,270.0,90.0,90.0,270.0,90.0,270.0,90.0,90.0,270.0,161.56505,180.0,163.61046,162.97948,180.0,171.02737,180.0,165.69972,165.14139,180.0,90.0,270.0,90.0,90.0,270.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-17.121952,-0.0,49.18919,-22.5,-0.0,-8.794118,-0.0,23.00562,-34.11765,-0.0,-0.0,0.0,-0.0,-0.0,0.0,60.0,0.0,-40.0,40.0,0.0,60.0,0.0,-40.0,40.0,0.0,-87.121956,-130.0,-120.810814,-102.5,-120.0,131.20589,130.0,123.00562,115.882355,120.0,10.0,0.0,-30.0,30.0,0.0
1027,23199,15.74278611,-91.42206389,1,2020-11-08,JKts,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tq,Caliza,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Alto,Mollisoles,VII,2312.0,2312.0,2313.0,2313.0,2313.0,2317.0,2317.0,2319.0,2319.0,2319.0,2317.0,2317.0,2319.0,2319.0,2319.0,2317.0,2317.0,2319.0,2319.0,2319.0,2319.0,2319.0,2322.0,2322.0,2322.0,14.036243,15.100919,16.394678,16.699244,16.699244,14.036243,15.466729,16.726595,16.699244,16.699244,0.0,5.710593,5.710593,0.0,0.0,5.710593,9.039936,10.073967,8.530766,9.256682,5.710593,10.073967,11.004088,8.530766,9.468127,0.0,346.6075,347.73523,0.0,0.0,0.0,341.56506,343.07248,0.0,0.0,270.0,270.0,270.0,270.0,270.0,0.0,315.0,320.7106,0.0,355.6013,0.0,309.2894,315.0,0.0,347.00537,-0.0,-10.576923,8.918919,-0.0,-0.0,-0.0,-8.620689,25.5,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-17.5,6.923077,-0.0,-0.0,-0.0,6.923077,32.5,-0.0,-4.5,50.0,49.423077,58.91892,60.0,60.0,-50.0,-38.62069,-54.5,-60.0,-60.0,0.0,20.0,-20.0,0.0,0.0,20.0,22.5,16.923077,30.0,30.0,-20.0,16.923077,-27.5,-30.0,-24.5
1028,23200,15.73779167,-91.49468889,1,2020-11-08,JKts,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ic,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VII,2699.0,2698.0,2698.0,2698.0,2695.0,2695.0,2693.0,2693.0,2693.0,2691.0,2695.0,2693.0,2693.0,2693.0,2691.0,2695.0,2693.0,2693.0,2693.0,2691.0,2694.0,2692.0,2692.0,2692.0,2689.0,12.4894,13.797973,14.036243,15.34595,14.203598,12.942409,14.203598,14.036243,14.724247,13.519692,5.710593,5.710593,0.0,5.710593,5.710593,6.37937,6.37937,2.8624053,7.333393,8.1112795,6.37937,6.37937,2.8624053,8.588925,9.256682,163.61046,165.25644,180.0,149.93141,147.09476,157.61986,159.77515,180.0,154.65382,152.10272,90.0,90.0,270.0,90.0,90.0,116.56505,116.56505,180.0,119.0546,127.874985,116.56505,116.56505,180.0,114.443954,122.47119,10.588236,-8.653847,-0.0,37.5,-2.4,6.0,-25.86207,-0.0,12.068966,-22.0,-0.0,-0.0,0.0,-0.0,-0.0,12.0,4.0,-0.0,10.0,-2.5,-4.0,-12.0,-0.0,-7.5,-25.384615,-39.411766,-48.653847,-50.0,-42.5,-12.400001,26.0,44.13793,50.0,42.068966,38.0,-20.0,20.0,0.0,-20.0,20.0,-18.0,14.0,-10.0,-20.0,-2.5,-14.0,18.0,10.0,-27.5,24.615385
1029,23201,15.69003611,-91.38099722,1,2020-11-08,Pzm,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Ic,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VIII,2158.0,2158.0,2158.0,2161.0,2161.0,2158.0,2158.0,2158.0,2161.0,2161.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,24.227745,0.0,8.530766,8.530766,0.0,32.63194,24.227745,23.149895,19.583334,16.699244,30.246256,24.227745,22.499388,18.756304,16.699244,14.036243,0.0,0.0,0.0,0.0,38.46758,34.99202,30.473837,19.198614,11.309933,270.0,270.0,270.0,270.0,270.0,321.34018,0.0,344.74487,341.56506,0.0,329.03625,0.0,354.80557,353.65982,0.0,270.0,270.0,270.0,270.0,270.0,347.27563,0.0,12.264773,21.037512,0.0,-0.0,0.0,-0.0,-0.0,0.0,-10.0,-0.0,-40.5,6.0,-0.0,50.943398,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,19.004524,-0.0,-0.0,-0.0,-0.0,-90.0,0.0,30.0,-30.0,0.0,-10.0,90.0,79.5,36.0,60.0,-89.0566,-90.0,-90.0,-60.0,-60.0,-50.0,0.0,0.0,0.0,0.0,109.004524,140.0,140.0,40.0,40.0
1030,23202,15.07724444,-91.30195556,1,2020-11-08,Tv,Terciario Superior (Plioceno),Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Qi,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillo-arenosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII,1896.0,1900.0,1900.0,1900.0,1906.0,1894.0,1903.0,1903.0,1903.0,1912.0,1894.0,1903.0,1903.0,1903.0,1912.0,1894.0,1903.0,1903.0,1903.0,1912.0,1898.0,1910.0,1910.0,1910.0,1925.0,14.851063,15.466729,8.530766,21.110884,23.149895,21.271475,21.665758,8.530766,24.375957,26.055868,24.227745,24.227745,0.0,24.227745,24.227745,28.469883,30.07349,19.290047,34.037563,37.90506,31.40756,32.760345,19.290047,38.577713,41.56364,261.8699,288.43494,0.0,299.0546,307.87497,264.47247,282.72437,0.0,294.44397,302.4712,270.0,270.0,270.0,270.0,270.0,295.9744,302.66092,0.0,308.991,317.60257,292.89056,299.0546,0.0,302.19574,310.4261,-2.0,7.2000003,-0.0,-30.0,7.5,-28.588236,43.5,-0.0,22.5,76.15385,-0.0,-0.0,0.0,-0.0,-0.0,-42.680412,-2.4230769,-0.0,-63.0,32.760002,28.5,89.2228,-0.0,42.153286,153.42639,18.0,-2.8,30.0,60.0,7.5,81.411766,-76.5,-30.0,82.5,-73.84615,90.0,-90.0,0.0,90.0,-90.0,87.31959,-22.423077,70.0,97.0,72.76,108.5,-100.77721,-70.0,122.15329,-126.57361
1031,23203,15.6988,-91.17695833,1,2020-11-08,CPsr,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Am,Caliza,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcillosa,Muy Fina,Alto,Ultisoles,VII,1015.0,1023.0,1023.0,1023.0,1030.0,1015.0,1023.0,1023.0,1023.0,1030.0,1015.0,1023.0,1023.0,1023.0,1030.0,1015.0,1023.0,1023.0,1023.0,1030.0,1014.0,1022.0,1022.0,1022.0,1029.0,22.425419,22.499388,2.8624053,19.47122,19.47122,21.80141,21.80141,0.0,19.290047,19.290047,21.80141,21.80141,0.0,19.290047,19.290047,21.955,21.955,2.8624053,19.47122,19.47122,21.955,21.955,2.8624053,19.47122,19.47122,268.26428,264.80557,180.0,261.8699,261.8699,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,262.87497,262.87497,180.0,261.8699,261.8699,262.87497,262.87497,180.0,261.8699,261.8699,-0.0,-8.0,-0.0,-11.2,-8.400001,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,8.615385,11.076923,-0.0,8.400001,11.2,-11.076923,-8.615385,-0.0,-11.2,-8.400001,80.0,-78.0,10.0,68.8,-68.4,80.0,-80.0,0.0,70.0,-70.0,80.0,-80.0,0.0,70.0,-70.0,78.61539,-78.92308,-10.0,68.4,-68.8,78.92308,-78.61539,10.0,68.8,-68.4
