,landslide_id,latitude,longitude,landslide,event_date,rock_geo,rock_period,fis_nomr,rock_type,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_tax,soil_use,elevation_1,elevation_6,elevation_11,elevation_16,elevation_21,elevation_2,elevation_7,elevation_12,elevation_17,elevation_22,elevation_3,elevation_8,elevation_13,elevation_18,elevation_23,elevation_4,elevation_9,elevation_14,elevation_19,elevation_24,elevation_5,elevation_10,elevation_15,elevation_20,elevation_25,slope_1,slope_6,slope_11,slope_16,slope_21,slope_2,slope_7,slope_12,slope_17,slope_22,slope_3,slope_8,slope_13,slope_18,slope_23,slope_4,slope_9,slope_14,slope_19,slope_24,slope_5,slope_10,slope_15,slope_20,slope_25,aspect_1,aspect_6,aspect_11,aspect_16,aspect_21,aspect_2,aspect_7,aspect_12,aspect_17,aspect_22,aspect_3,aspect_8,aspect_13,aspect_18,aspect_23,aspect_4,aspect_9,aspect_14,aspect_19,aspect_24,aspect_5,aspect_10,aspect_15,aspect_20,aspect_25,placurv_1,placurv_6,placurv_11,placurv_16,placurv_21,placurv_2,placurv_7,placurv_12,placurv_17,placurv_22,placurv_3,placurv_8,placurv_13,placurv_18,placurv_23,placurv_4,placurv_9,placurv_14,placurv_19,placurv_24,placurv_5,placurv_10,placurv_15,placurv_20,placurv_25,procurv_1,procurv_6,procurv_11,procurv_16,procurv_21,procurv_2,procurv_7,procurv_12,procurv_17,procurv_22,procurv_3,procurv_8,procurv_13,procurv_18,procurv_23,procurv_4,procurv_9,procurv_14,procurv_19,procurv_24,procurv_5,procurv_10,procurv_15,procurv_20,procurv_25
1032,23204,15.71784975,-91.39036389,1,2020-11-08,Pzm,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Tq,Caliza,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Alto,Mollisoles,VIII,2420.0,2410.0,2410.0,2410.0,2410.0,2420.0,2410.0,2410.0,2410.0,2410.0,2415.0,2407.0,2407.0,2407.0,2407.0,2415.0,2407.0,2407.0,2407.0,2407.0,2415.0,2407.0,2407.0,2407.0,2407.0,26.565052,26.565052,0.0,0.0,30.963757,27.726187,26.849054,8.530766,8.530766,29.840294,25.682184,24.68443,8.530766,8.530766,26.579369,21.80141,21.80141,0.0,0.0,24.227745,24.441391,23.842636,11.309933,11.309933,23.910282,90.0,90.0,270.0,270.0,90.0,115.346176,110.22486,180.0,180.0,101.30993,117.89727,112.380135,180.0,180.0,102.99461,90.0,90.0,270.0,270.0,90.0,121.504265,118.73979,180.0,180.0,111.501434,-0.0,-0.0,0.0,0.0,-0.0,64.0,22.018349,-0.0,-0.0,38.82353,-8.988764,-32.876713,-0.0,-0.0,-13.5,-0.0,-0.0,0.0,0.0,-0.0,60.67416,18.0,-0.0,-0.0,53.814434,-100.0,100.0,0.0,0.0,-120.0,-86.0,92.01835,-30.0,-30.0,-111.176476,-38.988766,77.12329,30.0,30.0,-73.5,-80.0,80.0,0.0,0.0,-90.0,-69.32584,58.0,-40.0,-40.0,-76.18557
1033,23205,15.71784722,-91.39036389,1,2020-11-08,Pzm,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Tq,Caliza,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Alto,Mollisoles,VIII,2420.0,2410.0,2410.0,2410.0,2410.0,2420.0,2410.0,2410.0,2410.0,2410.0,2415.0,2407.0,2407.0,2407.0,2407.0,2415.0,2407.0,2407.0,2407.0,2407.0,2415.0,2407.0,2407.0,2407.0,2407.0,26.565052,26.565052,0.0,0.0,30.963757,27.726187,26.849054,8.530766,8.530766,29.840294,25.682184,24.68443,8.530766,8.530766,26.579369,21.80141,21.80141,0.0,0.0,24.227745,24.441391,23.842636,11.309933,11.309933,23.910282,90.0,90.0,270.0,270.0,90.0,115.346176,110.22486,180.0,180.0,101.30993,117.89727,112.380135,180.0,180.0,102.99461,90.0,90.0,270.0,270.0,90.0,121.504265,118.73979,180.0,180.0,111.501434,-0.0,-0.0,0.0,0.0,-0.0,64.0,22.018349,-0.0,-0.0,38.82353,-8.988764,-32.876713,-0.0,-0.0,-13.5,-0.0,-0.0,0.0,0.0,-0.0,60.67416,18.0,-0.0,-0.0,53.814434,-100.0,100.0,0.0,0.0,-120.0,-86.0,92.01835,-30.0,-30.0,-111.176476,-38.988766,77.12329,30.0,30.0,-73.5,-80.0,80.0,0.0,0.0,-90.0,-69.32584,58.0,-40.0,-40.0,-76.18557
1034,23206,15.69626667,-91.39316944,1,2020-11-08,Pzm,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,So,Ceniza Volcánica,Buen Drenaje,Franco-Turbosa,Moderadamente Fina,Franco-Arcillosa,Moderadamente Fina,Regular,Inceptisoles,VII,2475.0,2465.0,2465.0,2465.0,2465.0,2475.0,2465.0,2465.0,2465.0,2465.0,2475.0,2465.0,2465.0,2465.0,2465.0,2480.0,2471.0,2471.0,2471.0,2471.0,2480.0,2471.0,2471.0,2471.0,2471.0,24.939693,28.26449,18.850546,24.227745,31.396877,26.565052,26.565052,0.0,0.0,16.699244,28.97246,29.508194,16.699244,16.699244,23.273327,28.004099,28.57163,16.699244,16.699244,27.238573,24.227745,24.227745,0.0,0.0,26.565052,53.746162,72.40758,23.749495,0.0,34.99202,90.0,90.0,270.0,270.0,90.0,61.699245,59.470295,0.0,0.0,54.462322,60.42216,58.13402,0.0,0.0,60.945396,90.0,90.0,270.0,270.0,90.0,112.19512,-22.115385,-0.0,-0.0,60.0,-0.0,-0.0,0.0,0.0,-0.0,-22.0,-72.79412,-0.0,-0.0,10.0,57.31132,11.538462,-0.0,-0.0,79.411766,-0.0,-0.0,0.0,0.0,-0.0,-67.80488,97.88461,-90.0,-90.0,-90.0,-100.0,100.0,0.0,0.0,-60.0,-72.0,87.20589,60.0,60.0,10.0,-82.68868,41.538464,-60.0,-60.0,-80.588234,-90.0,90.0,0.0,0.0,-100.0
1035,23207,15.69855278,-91.17458611,1,2020-11-08,CPsr,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Am,Caliza,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcillosa,Muy Fina,Alto,Ultisoles,VII,1079.0,1079.0,1081.0,1081.0,1081.0,1079.0,1079.0,1081.0,1081.0,1081.0,1079.0,1079.0,1081.0,1081.0,1081.0,1051.0,1051.0,1053.0,1053.0,1053.0,1051.0,1051.0,1053.0,1053.0,1053.0,38.65981,40.798588,43.883568,45.0,45.973133,0.0,5.710593,5.710593,0.0,11.309933,54.462322,54.53125,54.53125,54.462322,53.147278,54.462322,54.53125,54.53125,54.462322,54.323235,0.0,5.710593,5.710593,0.0,30.963757,180.0,190.00798,188.97263,180.0,191.853,270.0,270.0,270.0,270.0,270.0,180.0,184.08562,184.08562,180.0,192.99461,180.0,184.08562,184.08562,180.0,201.0375,270.0,270.0,270.0,270.0,270.0,-0.0,-19.692308,19.801981,-0.0,-45.192307,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-18.477158,21.319798,-0.0,-39.2,-0.0,-21.319798,18.477158,-0.0,-159.31035,0.0,-0.0,-0.0,0.0,-0.0,160.0,160.3077,199.80199,200.0,194.8077,0.0,20.0,-20.0,0.0,40.0,-280.0,-278.47717,-278.6802,-280.0,-279.2,280.0,278.6802,278.47717,280.0,240.68965,0.0,20.0,-20.0,0.0,120.0
1036,23284,15.806825,-91.26302056,1,2020-11-08,Ksd,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Am,Caliza,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcillosa,Muy Fina,Alto,Ultisoles,VII,1067.0,1060.0,1060.0,1060.0,1059.0,1067.0,1060.0,1060.0,1060.0,1059.0,1067.0,1060.0,1060.0,1060.0,1059.0,1063.0,1055.0,1055.0,1055.0,1052.0,1063.0,1055.0,1055.0,1055.0,1052.0,29.544096,27.938353,19.290047,20.023485,21.271475,19.290047,19.290047,0.0,2.8624053,2.8624053,22.791824,23.430626,14.036243,15.909876,18.445688,23.842636,24.441391,14.036243,16.808315,19.198614,21.80141,21.80141,0.0,8.530766,8.530766,138.57634,135.0,180.0,174.09386,174.47246,90.0,90.0,270.0,90.0,90.0,120.37913,123.23171,180.0,164.74489,167.00539,118.73979,121.504265,180.0,155.55605,158.9625,90.0,90.0,270.0,90.0,90.0,14.538462,-65.0,-0.0,7.7000003,-11.692307,-0.0,-0.0,0.0,-0.0,-0.0,45.23077,7.0945945,-0.0,9.615385,-9.8,-18.0,-60.67416,-0.0,4.4117646,-39.827587,-0.0,-0.0,0.0,-0.0,-0.0,34.538464,75.0,70.0,67.700005,78.30769,-70.0,70.0,0.0,-10.0,10.0,-64.76923,27.094595,-50.0,-50.384617,-69.8,-58.0,69.32584,50.0,24.411764,60.172413,-80.0,80.0,0.0,-30.0,30.0
1037,23323,15.67100556,-91.15019722,1,2020-11-08,Ksd,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Am,Caliza,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcillosa,Muy Fina,Alto,Ultisoles,VII,1273.0,1273.0,1273.0,1277.0,1277.0,1273.0,1273.0,1273.0,1277.0,1277.0,1278.0,1278.0,1278.0,1283.0,1283.0,1278.0,1278.0,1278.0,1283.0,1283.0,1278.0,1278.0,1278.0,1283.0,1283.0,8.530766,0.0,11.309933,11.309933,0.0,16.054317,14.036243,18.66144,19.672415,16.699244,16.835445,14.036243,19.493711,20.45103,16.699244,11.309933,0.0,14.036243,14.036243,0.0,11.309933,0.0,14.036243,14.036243,0.0,270.0,270.0,270.0,270.0,270.0,325.61966,0.0,321.009,323.53076,0.0,321.70984,0.0,317.8624,320.44034,0.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,-0.0,0.0,-0.0,-0.0,0.0,11.029412,-0.0,-41.463417,11.538462,-0.0,46.341465,-0.0,2.5,56.557377,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-30.0,0.0,40.0,-40.0,0.0,31.029411,50.0,48.536587,31.538462,60.0,-43.65854,-50.0,2.5,-53.442623,-60.0,-40.0,0.0,50.0,-50.0,0.0,-40.0,0.0,50.0,-50.0,0.0
1038,23325,15.46785556,-91.26470833,1,2020-11-08,Ksd,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tq,Caliza,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Alto,Mollisoles,VII,2207.0,2207.0,2207.0,2200.0,2200.0,2207.0,2207.0,2207.0,2200.0,2200.0,2206.0,2206.0,2206.0,2202.0,2202.0,2206.0,2206.0,2206.0,2202.0,2202.0,2206.0,2206.0,2206.0,2202.0,2202.0,21.80141,0.0,19.290047,19.290047,0.0,21.430403,2.8624053,17.36707,17.676495,5.710593,20.195969,2.8624053,13.378046,13.797973,5.710593,19.290047,0.0,11.309933,11.309933,0.0,22.12599,19.290047,21.955,21.955,19.290047,90.0,270.0,90.0,90.0,270.0,99.162346,180.0,92.29061,78.69007,0.0,99.78241,180.0,93.01279,75.25644,0.0,90.0,270.0,90.0,90.0,270.0,45.0,0.0,29.74488,29.74488,0.0,-0.0,0.0,-0.0,-0.0,0.0,9.230769,-0.0,13.3,-27.73585,-0.0,-10.5,-0.0,-3.5294118,2.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-82.5,-0.0,12.923078,-47.384617,-0.0,80.0,0.0,-70.0,70.0,0.0,79.230774,-10.0,-66.700005,62.264153,20.0,69.5,10.0,-33.52941,22.0,-20.0,70.0,0.0,-40.0,40.0,0.0,57.5,70.0,42.923077,62.615387,70.0
1039,23332,15.47087778,-91.28144167,1,2020-11-08,Ksd,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tq,Caliza,Buen Drenaje,Franco-Limosa,Media,Arcilla,Muy Fina,Alto,Mollisoles,VII,2285.0,2285.0,2285.0,2285.0,2285.0,2285.0,2285.0,2285.0,2285.0,2285.0,2285.0,2286.0,2286.0,2286.0,2286.0,2285.0,2286.0,2286.0,2286.0,2286.0,2285.0,2286.0,2286.0,2286.0,2286.0,0.0,0.0,0.0,0.0,0.0,1.0127504,2.263636,2.8624053,2.8624053,2.8624053,2.263636,3.0357237,2.8624053,2.8624053,2.8624053,2.8624053,2.8624053,0.0,0.0,0.0,6.37937,6.37937,5.710593,5.710593,5.0511527,270.0,270.0,270.0,270.0,270.0,315.0,341.56506,0.0,0.0,0.0,288.43494,315.0,0.0,0.0,0.0,270.0,270.0,270.0,270.0,270.0,333.43494,333.43494,0.0,0.0,8.130102,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.5,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-12.0,4.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,-7.5,-10.0,-10.0,-10.0,10.0,-10.0,0.0,0.0,0.0,18.0,14.0,20.0,20.0,20.0
1040,23342,15.51990556,-91.23958889,1,2020-11-08,CPsr,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ca,Caliza y Ceniza Volcánica,Buen Drenaje,Franca a Franco-Limosa,Media,Franco-Limosa a Franco-Arcillosa,Media,Regular a Alto,Mollisoles,VII,2774.0,2774.0,2774.0,2766.0,2766.0,2774.0,2774.0,2774.0,2766.0,2766.0,2774.0,2774.0,2774.0,2766.0,2766.0,2760.0,2760.0,2760.0,2751.0,2751.0,2760.0,2760.0,2760.0,2751.0,2751.0,17.676495,14.036243,24.748625,27.99097,24.227745,5.710593,0.0,21.80141,21.80141,0.0,35.26439,34.99202,39.464413,40.19855,36.8699,35.26439,34.99202,39.898983,40.61321,36.8699,5.710593,0.0,24.227745,24.227745,0.0,154.44003,180.0,130.60129,138.81407,180.0,90.0,270.0,90.0,90.0,270.0,171.8699,180.0,149.93141,150.78075,180.0,171.8699,180.0,148.44861,149.32272,180.0,90.0,270.0,90.0,90.0,270.0,-18.965517,-0.0,-22.47191,-94.344826,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-16.800001,-0.0,92.61539,-31.141869,-0.0,-22.4,-0.0,20.469315,-108.088234,-0.0,-0.0,0.0,-0.0,-0.0,0.0,51.034485,50.0,-52.471912,75.655174,90.0,20.0,0.0,-80.0,80.0,0.0,-136.8,-140.0,-127.38462,-101.14187,-150.0,137.6,140.0,70.469315,131.91177,150.0,20.0,0.0,-90.0,90.0,0.0
1041,23345,15.539525,-91.20305278,1,2020-11-08,JKts,Finales del Cretácico y principios del Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ca,Caliza y Ceniza Volcánica,Buen Drenaje,Franca a Franco-Limosa,Media,Franco-Limosa a Franco-Arcillosa,Media,Regular a Alto,Mollisoles,VII,2623.0,2623.0,2623.0,2624.0,2624.0,2623.0,2623.0,2623.0,2624.0,2624.0,2626.0,2626.0,2626.0,2627.0,2627.0,2626.0,2626.0,2626.0,2627.0,2627.0,2626.0,2626.0,2626.0,2627.0,2627.0,2.8624053,0.0,2.8624053,2.8624053,0.0,8.1112795,8.530766,8.984877,8.984877,8.530766,11.179986,8.530766,8.984877,8.984877,8.530766,11.309933,0.0,2.8624053,2.8624053,0.0,12.176779,2.8624053,3.0357237,2.263636,0.0,270.0,270.0,270.0,270.0,270.0,322.12503,0.0,341.56506,341.56506,0.0,304.69516,0.0,341.56506,341.56506,0.0,270.0,270.0,270.0,270.0,270.0,280.00797,0.0,315.0,288.43494,270.0,-0.0,0.0,-0.0,-0.0,0.0,10.5,-0.0,-12.0,6.0,-0.0,40.8,-0.0,-6.0,12.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-5.882353,-0.0,-12.5,-0.0,0.0,-10.0,0.0,10.0,-10.0,0.0,30.5,30.0,28.0,26.0,30.0,-29.2,-30.0,-26.0,-28.0,-30.0,-40.0,0.0,10.0,-10.0,0.0,-35.882355,10.0,7.5,-10.0,0.0
1042,23362,15.36722222,-90.50819167,1,2020-11-08,JKts,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII,1478.0,1478.0,1478.0,1474.0,1474.0,1477.0,1477.0,1477.0,1473.0,1473.0,1477.0,1477.0,1477.0,1473.0,1473.0,1477.0,1477.0,1477.0,1473.0,1473.0,1475.0,1475.0,1475.0,1470.0,1470.0,18.541979,2.8624053,11.648635,11.648635,2.8624053,10.2193775,2.8624053,11.648635,11.648635,2.8624053,0.0,0.0,11.309933,11.309933,0.0,5.710593,5.710593,13.519692,14.203598,8.530766,5.710593,5.710593,14.724247,15.34595,8.530766,116.56505,180.0,104.03625,104.03625,180.0,146.30994,180.0,104.03625,104.03625,180.0,270.0,270.0,90.0,90.0,270.0,180.0,180.0,117.89727,122.90524,180.0,180.0,180.0,115.346176,120.06858,180.0,13.538462,-0.0,11.764706,7.0588236,-0.0,-0.0,-0.0,-7.0588236,-11.764706,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,22.0,2.4,-0.0,-0.0,-0.0,-12.068966,-37.5,-0.0,83.53846,-10.0,-38.235294,37.058823,-10.0,10.0,10.0,-37.058823,38.235294,10.0,0.0,0.0,-40.0,40.0,0.0,-20.0,-20.0,-38.0,12.400001,-30.0,20.0,20.0,-42.068966,42.5,30.0
1043,23385,15.41833333,-90.94555556,1,2020-11-08,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ca,Caliza y Ceniza Volcánica,Buen Drenaje,Franca a Franco-Limosa,Media,Franco-Limosa a Franco-Arcillosa,Media,Regular a Alto,Mollisoles,VII,1839.0,1840.0,1840.0,1840.0,1842.0,1839.0,1840.0,1840.0,1840.0,1842.0,1838.0,1841.0,1841.0,1841.0,1844.0,1838.0,1841.0,1841.0,1841.0,1844.0,1838.0,1841.0,1841.0,1841.0,1844.0,2.8624053,2.8624053,0.0,5.710593,5.710593,4.5202274,4.5202274,2.8624053,7.333393,8.1112795,7.2646265,7.2646265,2.8624053,8.588925,9.256682,8.530766,8.530766,0.0,8.530766,8.530766,8.984877,8.984877,2.8624053,8.984877,8.984877,270.0,270.0,270.0,270.0,270.0,251.56505,288.43494,0.0,299.0546,307.87497,258.69006,281.30994,0.0,294.44397,302.4712,270.0,270.0,270.0,270.0,270.0,288.43494,288.43494,0.0,288.43494,288.43494,-0.0,-0.0,0.0,-0.0,-0.0,-5.0,5.0,-0.0,-10.0,2.5,-15.0,15.0,-0.0,7.5,25.384615,-0.0,-0.0,0.0,-0.0,-0.0,-12.0,-6.0,-0.0,-12.0,-6.0,10.0,-10.0,0.0,20.0,-20.0,-5.0,5.0,10.0,20.0,2.5,25.0,-25.0,-10.0,27.5,-24.615385,30.0,-30.0,0.0,30.0,-30.0,28.0,-26.0,10.0,28.0,-26.0
1044,23388,15.48666667,-90.96638889,1,2020-11-08,JKts,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ca,Caliza y Ceniza Volcánica,Buen Drenaje,Franca a Franco-Limosa,Media,Franco-Limosa a Franco-Arcillosa,Media,Regular a Alto,Mollisoles,VII,1935.0,1938.0,1938.0,1938.0,1937.0,1927.0,1929.0,1929.0,1929.0,1930.0,1927.0,1929.0,1929.0,1929.0,1930.0,1927.0,1929.0,1929.0,1929.0,1930.0,1919.0,1924.0,1924.0,1924.0,1925.0,23.500038,24.636114,24.227745,23.061136,20.597847,23.149895,24.310253,24.227745,23.061136,20.597847,5.710593,5.710593,0.0,2.8624053,2.8624053,21.19139,17.676495,14.036243,14.302915,14.302915,22.791824,19.672415,14.036243,14.302915,14.302915,198.43495,197.44719,180.0,176.63354,176.18593,195.25511,194.42078,180.0,183.36646,183.81407,270.0,270.0,270.0,270.0,270.0,200.77225,205.55997,180.0,191.30994,191.30994,210.37912,216.46924,180.0,191.30994,191.30994,-14.79452,37.5,-0.0,12.073171,-7.0,-22.352942,15.882353,-0.0,-12.073171,7.0,-0.0,-0.0,0.0,-0.0,-0.0,-17.647058,18.965517,-0.0,-7.692308,11.538462,-65.16854,-7.5,-0.0,-11.538462,7.692308,-64.794525,-82.5,-90.0,-87.926834,-67.0,77.64706,85.882355,90.0,87.926834,67.0,20.0,-20.0,0.0,10.0,-10.0,-77.64706,-51.034485,-50.0,-47.692307,-48.46154,64.83146,-7.5,50.0,48.46154,47.692307
1045,23391,15.09641833,-91.52001111,1,2020-11-08,Tv,Terciario superior al Cuaternario,Tierras Altas Volcánicas,ROCAS IGNEAS Y METAMORFICAS,Si,Ceniza Volcánica Pomácea,Buen Drenaje,Franco-Arcillosa,Moderadamente Fina,Arcilla,Muy Fina,Alto,Andisoles,VII,2632.0,2632.0,2632.0,2632.0,2634.0,2626.0,2626.0,2626.0,2626.0,2626.0,2626.0,2626.0,2626.0,2626.0,2626.0,2626.0,2626.0,2626.0,2626.0,2626.0,2620.0,2620.0,2620.0,2620.0,2621.0,18.944181,16.699244,16.699244,18.445688,20.928177,18.66144,16.699244,16.699244,18.053904,20.597847,2.8624053,0.0,0.0,0.0,0.0,17.676495,16.699244,16.699244,16.054317,14.724247,17.979225,16.699244,16.699244,16.168741,14.851063,169.50853,180.0,180.0,192.99461,191.30994,182.1211,180.0,180.0,184.39871,183.81407,270.0,270.0,270.0,270.0,270.0,191.30994,180.0,180.0,182.48955,182.72632,195.64224,180.0,180.0,187.43141,188.1301,-7.5,-0.0,-0.0,-9.0,25.882353,5.675676,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,10.540541,-0.0,-0.0,-0.0,-0.0,10.5,-0.0,-0.0,-12.162163,6.730769,-47.5,-60.0,-60.0,-49.0,-74.117645,55.67568,60.0,60.0,60.0,80.0,-10.0,0.0,0.0,0.0,0.0,-59.45946,-60.0,-60.0,-60.0,-50.0,50.5,60.0,60.0,57.837837,46.73077
1046,23406,15.48666667,-90.96638889,1,2020-11-08,JKts,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ca,Caliza y Ceniza Volcánica,Buen Drenaje,Franca a Franco-Limosa,Media,Franco-Limosa a Franco-Arcillosa,Media,Regular a Alto,Mollisoles,VII,1935.0,1938.0,1938.0,1938.0,1937.0,1927.0,1929.0,1929.0,1929.0,1930.0,1927.0,1929.0,1929.0,1929.0,1930.0,1927.0,1929.0,1929.0,1929.0,1930.0,1919.0,1924.0,1924.0,1924.0,1925.0,23.500038,24.636114,24.227745,23.061136,20.597847,23.149895,24.310253,24.227745,23.061136,20.597847,5.710593,5.710593,0.0,2.8624053,2.8624053,21.19139,17.676495,14.036243,14.302915,14.302915,22.791824,19.672415,14.036243,14.302915,14.302915,198.43495,197.44719,180.0,176.63354,176.18593,195.25511,194.42078,180.0,183.36646,183.81407,270.0,270.0,270.0,270.0,270.0,200.77225,205.55997,180.0,191.30994,191.30994,210.37912,216.46924,180.0,191.30994,191.30994,-14.79452,37.5,-0.0,12.073171,-7.0,-22.352942,15.882353,-0.0,-12.073171,7.0,-0.0,-0.0,0.0,-0.0,-0.0,-17.647058,18.965517,-0.0,-7.692308,11.538462,-65.16854,-7.5,-0.0,-11.538462,7.692308,-64.794525,-82.5,-90.0,-87.926834,-67.0,77.64706,85.882355,90.0,87.926834,67.0,20.0,-20.0,0.0,10.0,-10.0,-77.64706,-51.034485,-50.0,-47.692307,-48.46154,64.83146,-7.5,50.0,48.46154,47.692307
1047,23410,15.43416667,-90.89722222,1,2020-11-08,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ca,Caliza y Ceniza Volcánica,Buen Drenaje,Franca a Franco-Limosa,Media,Franco-Limosa a Franco-Arcillosa,Media,Regular a Alto,Mollisoles,VII,1649.0,1647.0,1647.0,1647.0,1645.0,1654.0,1655.0,1655.0,1655.0,1651.0,1654.0,1655.0,1655.0,1655.0,1651.0,1654.0,1655.0,1655.0,1655.0,1651.0,1654.0,1655.0,1655.0,1655.0,1651.0,16.394678,20.195969,21.80141,21.56813,19.198614,16.054317,19.936491,21.80141,22.480928,20.260141,2.8624053,2.8624053,0.0,11.309933,11.309933,2.8624053,2.8624053,0.0,11.309933,11.309933,6.37937,6.37937,5.710593,12.137064,19.198614,12.264773,9.782407,0.0,18.434948,21.037512,357.51044,358.02505,0.0,25.016893,28.300756,270.0,270.0,270.0,90.0,90.0,270.0,270.0,270.0,90.0,90.0,333.43494,333.43494,0.0,35.537678,21.037512,5.172414,-27.058825,-0.0,16.470589,-21.0,-4.8076925,12.923078,-0.0,52.0,-4.6153846,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-12.0,4.0,-0.0,-20.0,-60.0,35.172413,72.94118,80.0,76.47059,59.0,-44.807693,-77.07693,-80.0,-68.0,-24.615385,10.0,-10.0,0.0,-40.0,40.0,10.0,-10.0,0.0,-40.0,40.0,18.0,14.0,20.0,-40.0,60.0
1048,23417,15.44875833,-90.96951944,1,2020-11-08,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Ca,Caliza y Ceniza Volcánica,Buen Drenaje,Franca a Franco-Limosa,Media,Franco-Limosa a Franco-Arcillosa,Media,Regular a Alto,Mollisoles,VII,1428.0,1430.0,1430.0,1430.0,1437.0,1428.0,1430.0,1430.0,1430.0,1437.0,1440.0,1441.0,1441.0,1441.0,1442.0,1440.0,1441.0,1441.0,1441.0,1442.0,1440.0,1441.0,1441.0,1441.0,1442.0,5.710593,5.710593,0.0,19.290047,19.290047,30.709475,29.65134,28.810795,28.76073,23.061136,30.575235,29.508194,28.810795,26.158981,19.198614,2.8624053,2.8624053,0.0,2.8624053,2.8624053,21.19139,14.724247,11.309933,10.825044,9.468127,270.0,270.0,270.0,270.0,270.0,351.52887,351.15817,0.0,329.93143,319.76364,353.92755,353.65982,0.0,345.25644,338.9625,270.0,270.0,270.0,270.0,270.0,1.8476102,2.726311,0.0,348.69006,347.00537,-0.0,-0.0,0.0,-0.0,-0.0,-23.513514,14.96,-0.0,-95.117645,-23.64865,-9.5172415,10.368853,-0.0,-11.721312,5.769231,-0.0,-0.0,0.0,-0.0,-0.0,-13.719512,1.1764706,-0.0,-12.941176,4.5,20.0,-20.0,0.0,70.0,-70.0,116.48649,104.96,110.0,84.882355,-43.64865,-119.51724,-109.63115,-110.0,-111.72131,-54.23077,10.0,-10.0,0.0,10.0,-10.0,86.28049,31.176472,40.0,37.058823,24.5
