,landslide_id,latitude,longitude,landslide,event_date,rock_geo,rock_period,fis_nomr,rock_type,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_tax,soil_use
100122,100122,15.79312526,-90.36011828,0,2019-01-25,Ksd,Terciario y Cuaternario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,III
100123,100123,15.75180983,-89.07717446,0,2018-10-12,Tsp,"Terciario superior.(Oligoceno, Plioceno)",Depresión de Izabal,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,III
100124,100124,15.4482991,-88.8236982,0,2017-11-07,Tsp,Finales del Terciario hasta llegar al actual.,Depresión del Motagua,Rocas Sedimentarias,In,Sedimentos,Drenaje muy Pobre,Franco-Arcillosa a Franco-Arcillo-Micácea,Moderadamente Fina,Franco-Arcillo-Micácea,Moderadamente Fina,Bajo,Entisoles,III
100125,100125,15.69868602,-90.49594661,0,2020-03-03,KTs,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cr,Ceniza Volcánica,Buen Drenaje,Franco-Limosa a Franca Arcillosa,Media,Franco-Limosa a Franco-Arcillo-Limosa,Media,Regular a Bajo,Andisoles,VII
100126,100126,15.4282558,-90.5026883,0,2020-02-09,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100127,100127,15.85124555,-88.9159642,0,2019-06-29,Ksd,Cretácico superior al Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII
100128,100128,15.44880243,-89.49996934,0,2022-03-05,Qa,Terciario superior al Cuaternario actual,Depresión de Izabal,Rocas Sedimentarias,Pc,Aluvión,Drenaje muy Pobre,Franco-Arcillo-Limosa,Moderadamente Fina,Franco-Arcillo-Limosa,Moderadamente Fina,Bajo,Inceptisoles,II
100129,100129,15.3515362,-89.04574931,0,2020-12-16,Pi,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ju,Serpentina,Buen Drenaje,Arcilla o Franco-Arcillosa,Muy Fina,Arcilla,Muy Fina,Regular a Alto,Inceptisoles,VII
100130,100130,15.84347296,-90.35967167,0,2016-08-13,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
100131,100131,15.76605721,-90.50122371,0,2016-09-27,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
100132,100132,15.61990577,-89.16143679,0,2020-06-04,Tsp,"Terciario superior.(Oligoceno, Plioceno)",Depresión de Izabal,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Ultisoles,VI
100133,100133,15.62426912,-89.06832089,0,2017-07-13,Tsp,"Terciario superior.(Oligoceno, Plioceno)",Depresión de Izabal,Rocas Sedimentarias,Gl,Roca Máfica Serpentinizada o Serpentina,Buen Drenaje,Franco-Arcillosa a Arcilla,Moderadamente Fina,Arcilla,Muy Fina,Alto,Ultisoles,VI
100134,100134,15.74924195,-90.03684337,0,2017-08-17,Ksd,Terciario y Cuaternario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VII
100135,100135,15.40310552,-88.85630164,0,2020-04-23,Tsp,Finales del Terciario hasta llegar al actual.,Depresión del Motagua,Rocas Sedimentarias,In,Sedimentos,Drenaje muy Pobre,Franco-Arcillosa a Franco-Arcillo-Micácea,Moderadamente Fina,Franco-Arcillo-Micácea,Moderadamente Fina,Bajo,Entisoles,III
100136,100136,15.79461507,-89.94489319,0,2018-10-07,Ksd,Cuaternario hasta el presente,Tierras Altas Sedimentarias,Rocas Sedimentarias,Sb,Aluvión,Buen Drenaje,Franco-Arcillosa o Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Ultisoles,III
100137,100137,15.52548082,-90.36102785,0,2016-06-27,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100138,100138,15.32792587,-89.88085294,0,2019-02-22,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VI
100139,100139,15.82856373,-89.19961963,0,2016-06-29,Ksd,Terciario y Cuaternario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,IV
100140,100140,15.42531296,-89.92041612,0,2016-09-21,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100141,100141,15.44582458,-90.19693515,0,2020-02-20,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100142,100142,15.67157145,-90.02902164,0,2020-09-16,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100143,100143,15.78086233,-89.61911662,0,2017-05-06,Ksd,Cretácico superior al Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Sr,Caliza y Aluvión de Esquisto Arcilloso,Drenaje muy Pobre,Arcilla,Muy Fina,Arcilla,Muy Fina,Bajo,Inceptisoles,IV
100144,100144,15.70786887,-90.02584334,0,2021-08-06,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100145,100145,15.67779185,-89.30872342,0,2020-12-02,Pi,"Se considera complejafinales del Terciario (Mioceno-Plioceno), al cuaternario reciente.",Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Sh,Serpentina o Roca Máfica Serpentinizada,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Entisoles,VII
100146,100146,15.87972445,-90.27800799,0,2020-01-10,KTs,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Sb,Aluvión,Buen Drenaje,Franco-Arcillosa o Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Ultisoles,IV
100147,100147,15.67406594,-89.49780164,0,2021-02-06,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100148,100148,15.79107822,-89.73374815,0,2016-08-20,Ksd,Cretácico superior al Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Sb,Aluvión,Buen Drenaje,Franco-Arcillosa o Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Ultisoles,VII
100149,100149,15.77268501,-90.47672657,0,2020-10-17,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
100150,100150,15.85489842,-90.07345027,0,2020-05-09,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
100151,100151,15.65035601,-90.20466729,0,2021-11-08,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100152,100152,15.32597864,-90.53937167,0,2022-04-15,Pc,Emergio en el Terciario y se ha seguido moldeando después de la deposición del Cretácico.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Chy,Caliza,Drenaje Excesivo,Arcilla,Muy Fina,Caliza Fracturada,-999,Alto,Entisoles,VIII
100153,100153,15.49283428,-90.32136468,0,2017-05-29,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VI
100154,100154,15.88478282,-89.25924761,0,2021-05-21,Ksd,Cretácico superior al Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
100155,100155,15.66652588,-89.6527169,0,2017-02-09,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100156,100156,15.6730275,-89.59139047,0,2021-10-30,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100157,100157,15.60855266,-89.66572733,0,2021-03-01,KTs,"Se considera complejafinales del Terciario (Mioceno-Plioceno), al cuaternario reciente.",Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100158,100158,15.76007731,-90.04230861,0,2016-03-04,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
100159,100159,15.46466319,-89.81983928,0,2020-11-29,Qa,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100160,100160,15.41834569,-89.36390455,0,2020-11-22,Qa,Pleistoceno al actual,Depresión de Izabal,Rocas Sedimentarias,Pc,Aluvión,Drenaje muy Pobre,Franco-Arcillo-Limosa,Moderadamente Fina,Franco-Arcillo-Limosa,Moderadamente Fina,Bajo,Inceptisoles,V
100161,100161,15.78064961,-89.99381705,0,2018-06-03,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VI
100162,100162,15.71950493,-89.89634306,0,2019-09-30,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
100163,100163,15.84179825,-90.30515416,0,2019-10-07,KTs,Terciario y Cuaternario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Sb,Aluvión,Buen Drenaje,Franco-Arcillosa o Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Ultisoles,III
100164,100164,15.91240137,-89.89104684,0,2019-06-26,KTs,Cuaternario hasta el presente,Tierras Altas Sedimentarias,Rocas Sedimentarias,Sb,Aluvión,Buen Drenaje,Franco-Arcillosa o Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Ultisoles,III
100165,100165,15.90224428,-90.49854673,0,2021-04-25,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
100166,100166,15.54237551,-90.48785988,0,2021-04-11,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cb,Caliza,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa a Arcilla,Moderadamente Fina,-999,Ultisoles,VII
100167,100167,15.78643558,-89.9190484,0,2017-06-18,KTs,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Sb,Aluvión,Buen Drenaje,Franco-Arcillosa o Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Mollisoles,VII
100168,100168,15.90112069,-89.04004501,0,2017-02-07,Qa,Cuaternario,Depresión de Izabal,Rocas Sedimentarias,SA,-999,-999,-999,,-999,-999,-999,Entisoles,V
100169,100169,15.32705118,-90.33431551,0,2018-04-15,Ksd,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VIII
100170,100170,15.61645676,-88.79106509,0,2020-11-28,CPsr,Desde Cretácico para haberse sometido a procesos erosivos del Terciario al Presente.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII
100171,100171,15.85200288,-89.81078091,0,2019-04-03,KTs,Cuaternario hasta el presente,Tierras Altas Sedimentarias,Rocas Sedimentarias,Sb,Aluvión,Buen Drenaje,Franco-Arcillosa o Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Ultisoles,III
100172,100172,15.45508783,-88.86128848,0,2020-07-03,Tsp,Finales del Terciario hasta llegar al actual.,Depresión del Motagua,Rocas Sedimentarias,Qr,Dépositos Aluviales Antiguos o Marinos,Drenaje muy Pobre,Franco-Limosa,Media,Arcilla,Muy Fina,Bajo,Inceptisoles,III
100173,100173,15.8536098,-89.84140529,0,2021-04-05,KTs,Cuaternario hasta el presente,Tierras Altas Sedimentarias,Rocas Sedimentarias,Sb,Aluvión,Buen Drenaje,Franco-Arcillosa o Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Ultisoles,III
100174,100174,15.5337505,-88.75555215,0,2017-10-25,CPsr,Desde Cretácico para haberse sometido a procesos erosivos del Terciario al Presente.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,VI
100175,100175,15.65620717,-89.49641195,0,2016-02-13,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100176,100176,15.88363241,-89.24842769,0,2019-03-22,Ksd,Cretácico superior al Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
100177,100177,15.67873575,-89.74147118,0,2016-08-12,KTs,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100178,100178,15.8359413,-89.66457855,0,2016-01-17,Ksd,Cretácico superior al Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
100179,100179,15.39818352,-89.67413692,0,2021-02-16,CPsr ?,Creatico superior en el Terciario,Tierras Altas Sedimentarias,,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100180,100180,15.85633043,-89.74882261,0,2020-12-10,Ksd,Cuaternario hasta el presente,Tierras Altas Sedimentarias,Rocas Sedimentarias,Sb,Aluvión,Buen Drenaje,Franco-Arcillosa o Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Ultisoles,III
100181,100181,15.78610371,-90.03843932,0,2022-05-11,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VI
100182,100182,15.58052601,-88.74884726,0,2019-08-26,Ksd,Desde Cretácico para haberse sometido a procesos erosivos del Terciario al Presente.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII
100183,100183,15.86227463,-89.50192619,0,2018-08-25,Ksd,Cretácico superior al Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Inceptisoles,VII
100184,100184,15.59933913,-88.83957756,0,2021-07-14,CPsr,Desde Cretácico para haberse sometido a procesos erosivos del Terciario al Presente.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII
100185,100185,15.64419027,-89.69308222,0,2021-04-07,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Gp,Esquisto Arcilloso,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Regular,Inceptisoles,VI
100186,100186,15.82297189,-89.69195918,0,2016-02-10,Ksd,Cretácico superior al Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
100187,100187,15.42610892,-90.41740734,0,2019-05-29,Ksd,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cb,Caliza,Buen Drenaje,Franco-Limosa,Media,Franco-Arcillo-Limosa a Arcilla,Moderadamente Fina,-999,Ultisoles,VII
100188,100188,15.83089455,-90.21955059,0,2016-12-09,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
100189,100189,15.32706416,-89.01585664,0,2016-06-30,Tsp,Principios del Cuaternario.,Depresión del Motagua,Rocas Sedimentarias,Qr,Dépositos Aluviales Antiguos o Marinos,Drenaje muy Pobre,Franco-Limosa,Media,Arcilla,Muy Fina,Bajo,Inceptisoles,III
100190,100190,15.76845641,-90.3735713,0,2016-02-11,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100191,100191,15.62929708,-90.35928503,0,2020-06-10,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100192,100192,15.6188716,-88.89157981,0,2018-09-12,Tsp,"Terciario superior.(Oligoceno, Plioceno)",Depresión de Izabal,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,IV
100193,100193,15.72651179,-90.41116522,0,2019-11-25,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100194,100194,15.61553457,-89.72565364,0,2021-03-14,KTs,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Gp,Esquisto Arcilloso,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Regular,Inceptisoles,VII
100195,100195,15.55769833,-89.36561609,0,2021-10-15,Pi,"Se considera complejafinales del Terciario (Mioceno-Plioceno), al cuaternario reciente.",Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Su,Serpentina,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Regular a Bajo,Inceptisoles,VII
100196,100196,15.88254013,-90.01782961,0,2019-12-02,KTs,Cuaternario hasta el presente,Tierras Altas Sedimentarias,Rocas Sedimentarias,Sb,Aluvión,Buen Drenaje,Franco-Arcillosa o Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Ultisoles,III
100197,100197,15.3841643,-89.82751288,0,2020-04-14,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VIII
100198,100198,15.50867279,-89.49664717,0,2017-08-11,Pi,"Se considera complejafinales del Terciario (Mioceno-Plioceno), al cuaternario reciente.",Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Su,Serpentina,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Regular a Bajo,Inceptisoles,VII
100199,100199,15.9168457,-89.42164169,0,2016-06-23,Ksd,Cretácico superior al Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
100200,100200,15.79809363,-90.32952942,0,2017-06-21,Ksd,Terciario y Cuaternario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
100201,100201,15.46366075,-89.45299562,0,2018-08-06,Qa,Terciario superior al Cuaternario actual,Depresión de Izabal,Rocas Sedimentarias,St,Materiales Aluviales,Buen Drenaje,Arcilla,Muy Fina,Arcilla a Arcilla-Arenosa,Fina,Bajo,Inceptisoles,II
100202,100202,15.75724112,-89.44436232,0,2016-05-25,Ksd,Terciario y Cuaternario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Gp,Esquisto Arcilloso,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Regular,Alfisoles,VI
100203,100203,15.69092915,-89.19223311,0,2018-07-05,Pi,"Se considera complejafinales del Terciario (Mioceno-Plioceno), al cuaternario reciente.",Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Sh,Serpentina o Roca Máfica Serpentinizada,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Entisoles,VIII
100204,100204,15.81903615,-90.20841411,0,2021-05-13,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Mollisoles,VII
100205,100205,15.45518083,-88.77390352,0,2016-07-22,Qa,Finales del Terciario hasta llegar al actual.,Depresión del Motagua,Rocas Sedimentarias,In,Sedimentos,Drenaje muy Pobre,Franco-Arcillosa a Franco-Arcillo-Micácea,Moderadamente Fina,Franco-Arcillo-Micácea,Moderadamente Fina,Bajo,Entisoles,III
100206,100206,15.72675054,-90.21516775,0,2018-04-24,Ksd,Terciario y Cuaternario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Sb,Aluvión,Buen Drenaje,Franco-Arcillosa o Franco-Arcillo-Limosa,Moderadamente Fina,Arcilla,Muy Fina,Bajo,Ultisoles,IV
100207,100207,15.74713314,-89.37664126,0,2016-12-09,Ksd,Cretácico superior al Terciario inferior.,Tierras Altas Sedimentarias,Rocas Sedimentarias,Gp,Esquisto Arcilloso,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Regular,Alfisoles,VII
100208,100208,15.44983103,-89.34668149,0,2021-12-07,Qa,Pleistoceno al actual,Depresión de Izabal,Rocas Sedimentarias,Pc,Aluvión,Drenaje muy Pobre,Franco-Arcillo-Limosa,Moderadamente Fina,Franco-Arcillo-Limosa,Moderadamente Fina,Bajo,Inceptisoles,V
100209,100209,15.60498754,-89.67862904,0,2018-11-08,KTs,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VI
100210,100210,15.4381291,-89.52338287,0,2020-04-04,Qa,Terciario superior al Cuaternario actual,Depresión de Izabal,Rocas Sedimentarias,Pc,Aluvión,Drenaje muy Pobre,Franco-Arcillo-Limosa,Moderadamente Fina,Franco-Arcillo-Limosa,Moderadamente Fina,Bajo,Inceptisoles,II
100211,100211,15.37812037,-90.17782944,0,2017-07-24,Pc,Creatico superior en el Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Te,Esquisto,Buen Drenaje,Franco-Limosa,Media,Franco-Limosa o Franco-Arcillo-Limosa a Arcilla,Media,Alto,Ultisoles,VII
100212,100212,15.63067856,-89.72474517,0,2019-08-04,KTs,Cretácico superior,Tierras Altas Sedimentarias,Rocas Sedimentarias,Gp,Esquisto Arcilloso,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Regular,Inceptisoles,VI
100213,100213,15.59710736,-89.10028807,0,2022-04-08,Tsp,Terciario superior al Cuaternario actual,Depresión de Izabal,Rocas Sedimentarias,SA,-999,-999,-999,,-999,-999,-999,Entisoles,II
100214,100214,15.65724858,-89.48949229,0,2017-08-05,Ksd,Terciario,Tierras Altas Sedimentarias,Rocas Sedimentarias,Tm,Caliza,Buen Drenaje,Franca o Franca-Arcillosa,Media,Franco-Calcáreo o Franco-Arcillosa,Moderadamente Fina,Alto,Entisoles,VII
100215,100215,15.47771537,-89.58281138,0,2016-11-04,Pi,"Se considera complejafinales del Terciario (Mioceno-Plioceno), al cuaternario reciente.",Tierras Altas Sedimentarias,ROCAS IGNEAS Y METAMORFICAS,Cha,Caliza,Buen Drenaje,Arcilla,Muy Fina,Arcilla,Muy Fina,Alto,Alfisoles,VII
100216,100216,15.3606585,-89.03747323,0,2021-05-27,Pi,Terciario superior al Cuaternario,Tierras Altas Cristalinas,ROCAS IGNEAS Y METAMORFICAS,Ju,Serpentina,Buen Drenaje,Arcilla o Franco-Arcillosa,Muy Fina,Arcilla,Muy Fina,Regular a Alto,Inceptisoles,VII
