,elevation_mean,slope_mean,aspect_mean,placurv_mean,procurv_mean,precipitation_mm_last_7_days,soil_tax,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_use,rock_type,rock_period,DecistionTree_prediction_prob,RandomForest_prediction_prob,AdaBoost_prediction_prob,XGBoost_prediction_prob,LogisticRegression_prediction_prob,SupportVectorMachine_prediction_prob,DecistionTree_class3,RandomForest_class3,AdaBoost_class3,XGBoost_class3,LogisticRegression_class3,SupportVectorMachine_class3,DecistionTree_class5,RandomForest_class5,AdaBoost_class5,XGBoost_class5,LogisticRegression_class5,SupportVectorMachine_class5,landslide
4494,68.24,1.2419815039999997,207.73739799999998,0.0,1.2,0.0,7,16,8,7,1,5,2,7,4,3,2,67,0.012618296529968454,0.0,0.48723410033057035,0.00012024559,0.017769717661941208,0.06301470041634236,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
7854,577.8,19.458962912,166.67533,0.6204636000000001,34.6204638,93.15691582299768,4,134,24,1,19,4,28,5,2,7,1,6,0.6193548387096774,0.9952619949494951,0.5019676364612126,0.97955006,0.6627553157595937,0.6798268777656418,Medium,High,Medium,High,High,High,High,Very High,Medium,Very High,High,High,1
417,2640.36,23.195077319999996,143.91117824,1.5479597600000006,-21.6520403652,32.95770555827767,2,107,12,1,28,3,44,5,2,7,1,9,0.5,0.05116218228351663,0.5014905492260192,0.21874787,0.8990960690672548,0.9378762702522029,Medium,Low,Medium,Low,High,High,Medium,Very Low,Medium,Low,Very High,Very High,0
1224,243.8,1.8912269119999996,215.7149996,-0.4,-3.6,0.0,5,54,8,2,1,5,2,7,2,7,2,3,0.012618296529968454,0.0,0.4895980995561948,0.00026946556,0.07672213041372901,0.040970847241100956,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
9259,2056.08,26.230395640000005,86.23383544000001,11.673404340000001,-25.126595319999996,49.04222739860416,3,40,8,2,1,5,14,9,2,7,2,25,0.913588850174216,0.9996360533284352,0.5058200569228732,0.9924697,0.8011737313810426,0.8676424970538573,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
7351,2443.32,26.538721624,103.46952072,3.3754203240000002,0.9754199200000013,19.47870143037289,1,22,23,1,20,4,31,5,2,7,2,53,0.7668539325842697,0.9856176389731427,0.502773536578495,0.9828439,0.7214778495724796,0.8669265647366282,High,High,Medium,High,High,High,High,Very High,Medium,Very High,High,Very High,1
1786,22.56,6.2036367519999995,198.07695920000006,-0.26599095999999983,2.5340091600000005,2.3676336761564016,4,103,20,7,31,3,2,7,4,3,2,9,0.012618296529968454,0.0010393882433356117,0.49452393185644095,0.00496055,0.041265819888129066,0.02734754575882809,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
4065,109.56,7.858226132000001,134.0685588,0.30461544,0.3046153600000002,80.63590640109032,7,72,47,5,1,5,2,7,4,3,2,9,0.14954682779456194,9.615384615384615e-05,0.4956588304244154,0.010177581,0.09678552408720462,0.04277876183848233,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3528,218.8,2.584529008,159.79679356,-0.38,-5.58,0.4666327387094497,7,79,49,7,1,5,2,7,4,4,2,9,0.012618296529968454,0.0,0.4861747413513924,2.694372e-05,0.026502677090882918,0.031460077188369115,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
1206,245.44,9.656423823999999,165.0322692,-4.974881300000001,8.225118679999998,0.0610861629247665,5,163,49,1,1,5,2,7,2,6,2,64,0.012618296529968454,0.0,0.4870433552748739,0.0018482624,0.02099691631001061,0.027224893837037686,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
5646,121.0,0.8180327279999999,196.937398,0.0,2.8,0.0934418924152851,2,160,29,1,23,4,2,7,7,2,2,43,0.012618296529968454,0.0,0.4869192685444054,0.00027826353,0.026444550405459587,0.02543401920574133,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
923,71.68,9.787676756000003,162.26855344,3.235561488,1.2355616,108.79331877361984,1,24,8,1,1,5,2,7,2,7,1,54,0.14954682779456194,0.007798116634323531,0.4981296436700451,0.05460474,0.5876844800297779,0.39660202251480675,Low,Low,Medium,Low,Medium,Medium,Very Low,Very Low,Medium,Very Low,Medium,Low,0
8297,1819.0,35.28349144,241.6524844,0.20078175999999984,0.20078280000000176,23.85047759581357,2,107,12,1,28,3,44,5,2,8,1,27,0.7668539325842697,0.9949642870246649,0.5021921516543063,0.99367297,0.7700442699890868,0.8310312665552722,High,High,Medium,High,High,High,High,Very High,Medium,Very High,High,Very High,1
7447,2501.0,1.485485856,254.862602,0.64,-3.76,40.37244598194957,2,109,11,1,29,3,50,4,4,2,1,56,0.913588850174216,0.997431503016932,0.5018735892853965,0.9783799,0.6592137279997762,0.7562646480380171,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,High,1
849,2457.88,24.5652012,262.82672439999993,-1.1890164800000003,-1.1890167999999977,10.347438896074893,3,119,33,1,28,3,54,4,2,7,1,55,0.2558139534883721,0.036047152671809156,0.5009757365721466,0.14233997,0.6643054009023172,0.5584347278551764,Low,Low,Medium,Low,High,Medium,Low,Very Low,Medium,Very Low,High,Medium,0
5095,734.52,9.17439816,200.19993580000005,2.6782833200000002,5.07828304,5.048000898212194,5,54,8,2,1,5,2,7,2,7,2,34,0.03859649122807018,0.00015625,0.49609489054122996,0.0038171478,0.11827383844876596,0.09642690976749682,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
1956,252.08,8.201246956,242.62025955999997,-1.2928640399999998,10.30713592,56.40261133387685,1,64,23,1,1,5,2,7,9,4,2,4,0.14954682779456194,0.002348857426726279,0.49681816916733174,0.01269628,0.197703794857981,0.1185701606660413,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6054,2385.44,3.6664569240000016,155.21568476,-1.6,5.6,107.1369296470657,2,109,11,1,29,3,50,4,4,4,1,9,0.913588850174216,0.9979923674526373,0.5041302558843397,0.9964695,0.9356228999054809,0.9891495412561431,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
7653,805.84,31.209263800000002,153.8349126,1.2652893999999995,-27.534710440000005,43.04229732602835,4,134,24,1,19,4,28,5,2,7,1,9,0.6193548387096774,0.9664479107153864,0.5000157310071204,0.9569146,0.43077768161802243,0.49065312359619234,Medium,High,Medium,High,Medium,Medium,High,Very High,Medium,Very High,Medium,Medium,1
3146,100.44,3.416428496,161.27158988,-0.54,1.06,0.0,1,35,49,7,1,5,2,7,4,3,2,67,0.012618296529968454,0.0,0.4878678127279787,0.00010028466,0.029588008767362426,0.05068145547592172,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
2973,220.6,11.303132640000001,264.53028759999995,-7.35720336,-7.357203440000001,20.06466575153172,1,141,49,1,1,5,2,7,4,4,2,20,0.012618296529968454,0.0,0.4934163392472994,0.008942522,0.04811224064973027,0.049052171126405905,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6436,1821.2,16.715672212,212.5887628,-3.1225363200000005,-3.922536359999999,152.10853167902678,4,83,22,1,37,3,58,4,2,7,1,63,0.913588850174216,0.9912403637196553,0.5036571257617016,0.9896081,0.9316021086711471,0.9827549481268534,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
1546,973.0,4.717674800000001,261.444152,0.64,-0.56,8.04809364117682,3,108,11,1,23,4,2,7,4,6,1,77,0.2558139534883721,0.0036644772851669406,0.4981089175175962,0.030383084,0.1773340284518511,0.21594427507514488,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Low,0
9369,1513.96,26.402008183999996,232.5727016,1.4357295479999994,-14.164271279999998,20.340666642412543,3,148,8,1,16,3,55,5,2,7,2,1,0.5,0.9767787846136023,0.5009454100732813,0.94262874,0.4603327953357705,0.5383935180476475,Medium,High,Medium,High,Medium,Medium,Medium,Very High,Medium,Very High,Medium,Medium,1
2216,53.76,15.389945092000003,165.3394196,-1.2029654600000002,1.9970349600000004,623.0198975931853,1,24,8,1,1,5,2,7,2,7,2,4,0.14954682779456194,0.005225694444444444,0.48586864350104314,0.02237591,0.9998841133969822,0.30367351250676905,Low,Low,Medium,Low,High,Low,Very Low,Very Low,Medium,Very Low,Very High,Low,0
6597,1425.32,12.001323004000003,213.77375375999998,-3.8798660800000007,-3.8798658400000012,69.10707364603877,2,48,12,1,13,4,34,5,2,8,1,48,0.913588850174216,0.996285895758799,0.5031341116661298,0.99760616,0.7364978259218925,0.8988617181023639,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1
9223,838.72,32.744709119999996,230.47257080000003,-1.395464536,-0.19546404400000028,17.08116317447275,4,142,7,1,39,3,2,7,2,7,1,62,0.6115384615384616,1.0,0.501827669907027,0.98362225,0.2602829588895069,0.3981590380173527,Medium,High,Medium,High,Low,Medium,High,Very High,Medium,Very High,Low,Low,1
1031,253.32,5.164272120000001,145.45665572000001,1.5815384640000003,-3.6184615199999994,71.05535117909312,5,24,8,1,1,5,2,7,2,6,2,53,0.14954682779456194,0.003662229866378304,0.49704412182851393,0.0038878508,0.16805125722440462,0.08543640250800016,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
249,2666.28,24.199541480000004,241.65376271600002,-10.280034800000001,-10.280034932,0.0,5,152,8,1,37,3,2,7,2,7,2,53,0.09595959595959595,0.0018269230769230771,0.49392684153911465,0.0021662558,0.34452658532001246,0.18766052971258806,Low,Low,Medium,Low,Medium,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
3731,260.8,5.0583773600000015,78.82633140000002,-0.06,-0.46,0.9605876728892326,5,163,49,1,1,5,2,7,2,5,2,13,0.012618296529968454,0.0,0.4906628086231261,0.0027301474,0.036596678757378605,0.04683258011662482,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
5058,23.0,6.341870132,237.84995360000002,2.54523076,-4.254769199999999,0.0,5,145,19,1,29,3,54,4,12,1,2,11,0.012618296529968454,0.0,0.49101790771729487,0.001725671,0.031318578891404825,0.05057646456939149,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
9613,989.12,26.77079948,49.58851728,4.084635404000001,4.084634960000001,105.39088537544012,4,142,7,1,39,3,2,7,2,7,1,62,0.8511904761904762,1.0,0.5052969803812182,0.9955031,0.7320045969417707,0.8867767127529412,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1
368,1458.6,32.31086632,134.54237676,10.87710196,-46.7228996,0.1727351890876889,4,114,8,1,21,3,34,5,2,8,2,26,0.09595959595959595,0.0,0.4962319401034245,0.007858818,0.3051944216788781,0.17148345219095276,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
4285,92.0,1.047812748,244.21185808,0.0,2.4,38.72803455870599,7,16,8,7,1,5,2,7,4,3,2,67,0.012618296529968454,8.293838862559243e-05,0.4936073025485247,0.002017098,0.03349613192416134,0.08071601256739143,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
2955,3.08,1.9459768119999996,126.0,-0.5,-0.5,0.0,3,2,3,2,7,2,11,3,0,8,2,39,0.012618296529968454,0.0,0.49428314744002105,0.014037581,0.046891928166706516,0.07364917714195617,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
5366,16.56,3.5380278400000007,207.081494,-1.3,1.9,53.65358267817646,3,62,53,1,24,4,2,7,2,2,2,73,0.14954682779456194,0.0008333333333333333,0.4938770113019054,0.0056587355,0.045911988813834244,0.04734254323095465,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
1849,228.2,1.383095712,157.33739792,1.0,0.6,3.000883497297764,7,158,49,5,1,5,2,7,4,4,2,64,0.012618296529968454,0.0,0.48828099525348306,0.00043143716,0.012440706173198125,0.03527079210241581,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6372,88.4,1.9971543319999998,182.862602,0.0,0.0,98.64448590017857,4,113,21,7,37,3,2,7,4,3,2,28,0.14954682779456194,0.9538581329083357,0.49816610207513184,0.8403934,0.16613848512924131,0.08089389344843334,Low,High,Medium,High,Low,Low,Very Low,Very High,Medium,Very High,Very Low,Very Low,1
9275,3148.0,15.002793647999999,94.74261036000001,-0.88388804,19.11611204,38.01343501731753,5,152,8,1,37,3,2,7,2,7,2,53,0.913588850174216,0.9721301168657318,0.5009997243682146,0.9069003,0.7383538143313932,0.6819751007934478,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,High,1
4245,221.04,10.30376722,228.6431924,4.94990488,-11.45009516,1.1921132057905195,7,77,49,1,1,5,2,7,4,7,2,68,0.012618296529968454,0.0,0.48690086440361874,8.9673355e-05,0.023695470552784273,0.037685353837456866,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
8911,65.36,5.052656288000001,170.61826719999996,0.1989140400000001,-1.00108604,152.83679244667292,4,118,62,8,44,6,64,9,13,2,2,73,0.5957446808510638,0.9996710526315788,0.49952883464872505,0.9461624,0.5097088763545353,0.4793839177828747,Medium,High,Medium,High,Medium,Medium,Medium,Very High,Medium,Very High,Medium,Medium,1
6978,1300.72,36.930254440000006,117.74872099999999,-0.47259671999999964,-0.8725968000000023,12.418921050615609,3,40,8,2,1,5,14,9,2,7,2,23,0.4962962962962963,0.9919081221198155,0.5030524693681526,0.98685104,0.4984432907022886,0.8571866929945291,Medium,High,Medium,High,Medium,High,Medium,Very High,Medium,Very High,Medium,Very High,1
6069,256.12,4.773202800000001,81.7349124,-0.4,-2.0,54.73835391085595,3,118,62,8,44,6,64,9,13,3,1,13,0.5957446808510638,0.9931999364485061,0.5007664784327664,0.975298,0.5778793565244822,0.66262665986856,Medium,High,Medium,High,Medium,High,Medium,Very High,Medium,Very High,Medium,High,1
7572,2260.96,24.193139051999996,210.65148800000003,0.814952,-32.7850488,45.72380920406431,3,40,8,2,1,5,14,9,2,7,2,53,0.913588850174216,0.9983693710172128,0.5038317982533527,0.9710297,0.6846525252621367,0.884596457762686,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1
8044,498.16,16.33446784,250.9984064,1.73186008,-14.66813972,9.834041045047345,4,134,24,1,19,4,28,5,2,7,2,80,0.52,0.998,0.5000735460472826,0.8737361,0.05164930270875488,0.035637777142763775,Medium,High,Medium,High,Low,Low,Medium,Very High,Medium,Very High,Very Low,Very Low,1
942,2.0,0.5724810599999999,216.0,0.0,-2.0,70.14166936092079,3,117,62,8,44,6,64,9,13,2,2,9,0.125,0.0,0.4967737051407122,0.015126011,0.3168470852635803,0.17909808758620085,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
4415,170.36,2.225398584,220.66809912,-0.74,-0.34,1.1964354291558266,5,163,49,1,1,5,2,7,2,6,2,65,0.012618296529968454,0.0,0.48788250706615816,8.63038e-05,0.01705288768943301,0.027545981032067325,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
2188,342.12,10.210225276000003,121.32145275999997,1.7996691999999999,-1.0003307999999995,8.486816474236548,3,148,8,1,16,3,55,5,2,4,2,53,0.012618296529968454,0.0,0.4946670204152021,0.004764934,0.08057801961246173,0.027237421393573807,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
8106,2330.8,3.68737884,111.23459232,-0.64,2.16,9.89113250002265,3,117,62,8,44,6,64,9,13,2,1,56,0.8048780487804879,0.9985069444444444,0.5006324664072874,0.91379493,0.7437261366613694,0.8680107102679,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1
8522,975.56,39.112058464,223.36676160000002,4.243328015999998,-40.15667208000001,35.35239803791046,3,40,8,2,1,5,14,9,2,7,2,23,0.6115384615384616,1.0,0.5018490615634813,0.9497052,0.43190256885059053,0.572008897909367,Medium,High,Medium,High,Medium,Medium,High,Very High,Medium,Very High,Medium,Medium,1
7417,2127.08,12.699289892,238.51414559999998,-1.86722846,-8.66722876,91.69690033141524,2,149,11,1,28,3,27,5,2,6,1,27,0.913588850174216,0.9912752676441592,0.5037023058292073,0.99166006,0.8444392901846508,0.9722974933522093,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
8833,447.76,25.1424228,74.59051528,-1.93537824,-1.9353784000000007,112.4266974646598,5,54,8,2,1,5,2,7,2,7,2,53,0.3978494623655914,0.9500421708990363,0.499736970225151,0.8868493,0.3968651888660133,0.2724988775347842,Medium,High,Medium,High,Medium,Low,Low,Very High,Medium,Very High,Low,Low,1
2447,545.64,14.596852304000004,208.26806640000004,-7.804864399999999,-7.4048642,3.33927340246737,4,28,51,2,11,3,20,4,2,6,1,27,0.03859649122807018,0.000625,0.4954761504939937,0.023452232,0.10955755090078566,0.08540720479966434,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
2200,48.16,2.662102612,176.0148736,0.5,5.3,161.23521840572357,6,62,53,1,24,4,2,7,2,6,2,78,0.14954682779456194,0.0008333333333333333,0.4974313500790657,0.06735533,0.2793403981911532,0.2061520518994182,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Low,0
6154,1622.68,12.905169784,95.25834310000002,3.710515816,-3.0894842,176.19575399532914,2,88,12,1,23,4,36,5,9,6,1,29,0.913588850174216,0.9993316917284489,0.5057858479068699,0.9995353,0.9672470653023031,0.9949380843980733,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
4764,303.12,16.43020492,231.64667160000005,6.986628643999999,-11.41337176,159.6378203248605,5,24,8,1,1,5,2,7,2,7,2,4,0.14954682779456194,0.00294510582010582,0.4975961616069383,0.016242307,0.6651741487780621,0.2606114215950033,Low,Low,Medium,Low,High,Low,Very Low,Very Low,Medium,Very Low,High,Low,0
8865,1432.76,13.959884528000002,204.95241999999996,-0.8975274679999998,13.102473160000002,140.4441402219236,3,148,8,1,16,3,55,5,2,7,2,3,0.913588850174216,0.9746304715319312,0.5037425168121736,0.9888482,0.8692288723507727,0.9413968554326748,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
4866,357.48,5.920046940000001,220.7158896,1.02,4.22,0.1006218641996383,5,163,49,1,1,5,2,7,2,7,2,64,0.012618296529968454,0.0,0.4879879467877076,0.0004793507,0.02571680315381954,0.0347463097797335,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6779,538.8,32.53999088,57.943289320000005,-8.056401308,14.74360024,48.88547656964511,6,144,22,1,37,3,62,4,2,6,2,1,0.8111111111111111,0.9960416666666667,0.5022566835529214,0.96806014,0.3228502273649039,0.5271482202907739,High,High,Medium,High,Low,Medium,Very High,Very High,Medium,Very High,Low,Medium,1
8270,2451.44,25.112855104000005,211.6483888,-8.003681440000001,28.39632,42.33037277311087,2,44,11,1,11,3,41,5,11,8,1,55,0.913588850174216,0.9954798723069237,0.5028191445446081,0.9872622,0.8700727103477317,0.7594273477093946,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,High,1
9148,1423.16,6.4674684000000005,172.14409564000002,-6.32490568,-6.3249059999999995,53.14663073979318,2,49,11,1,38,3,59,4,11,2,2,3,0.913588850174216,0.9991196836788941,0.5021971901795149,0.98023856,0.5268588706998647,0.7750716098292912,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,Medium,High,1
4175,267.72,4.772005120000002,120.65076007999998,0.86,-2.74,22.928303961642087,7,161,49,7,1,5,2,7,4,7,2,53,0.012618296529968454,0.0,0.4906318536904325,0.0006401504,0.030874423793937848,0.06934801836023483,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
8732,2041.52,11.337262224000002,181.57773279999998,-0.58235296,-0.5823529199999996,34.3065658248961,5,19,10,1,15,3,61,4,10,7,2,53,0.913588850174216,0.9918831219899024,0.5025468702540882,0.99423754,0.5544005276355706,0.8634403942170927,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,Medium,Very High,1
1622,486.2,3.977314648000002,131.12808456000002,0.74,-0.06,0.0,3,118,62,8,44,6,64,9,13,7,1,62,0.03859649122807018,0.0,0.4970116376675492,0.024029855,0.38731143581654376,0.6555626943113226,Low,Low,Medium,Low,Medium,Medium,Very Low,Very Low,Medium,Very Low,Low,High,0
584,1977.48,15.109156784000001,156.080869,6.048121036,5.248120799999999,61.39250737801194,1,5,15,1,14,4,38,5,10,7,1,29,0.913588850174216,0.017184567265578998,0.5028329462839329,0.053377196,0.9073759495484433,0.9587479163367886,High,Low,Medium,Low,High,High,Very High,Very Low,Medium,Very Low,Very High,Very High,0
9556,1038.48,17.800843439999998,61.528792599999996,2.39772424,18.797724279999997,52.50109822489321,4,142,7,1,39,3,2,7,2,7,1,62,0.6115384615384616,1.0,0.504277291101281,0.99713093,0.5239409610126461,0.7239821232259367,Medium,High,Medium,High,Medium,High,High,Very High,Medium,Very High,Medium,High,1
7422,2772.12,32.04135488,245.23201159999996,-7.1824043999999985,2.8175949600000014,90.29827510379256,1,22,23,1,20,4,31,5,2,7,2,53,0.913588850174216,0.9972559346913187,0.5034614842676471,0.99147356,0.8985328551895317,0.9504548476138802,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
8485,838.88,10.006545892000004,143.50486224,-0.4243981479999999,13.575601999999998,29.86709039285779,3,137,8,2,1,5,2,7,8,7,2,6,0.6115384615384616,0.9948036616161616,0.500407370528797,0.9480005,0.24465696516493118,0.36522569611948547,Medium,High,Medium,High,Low,Medium,High,Very High,Medium,Very High,Low,Low,1
6479,2026.16,5.854469136000001,256.42748639999996,1.232307704,-2.36769228,262.61195922642946,1,111,12,1,22,4,2,7,2,6,1,37,0.913588850174216,0.9997916666666665,0.5072439509972477,0.99959093,0.9907954464871203,0.9642642119308488,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
4040,138.92,4.4353894480000005,111.625369812,-2.3394570399999997,3.26054304,153.74492905661464,4,157,23,1,41,3,36,5,2,3,2,71,0.14954682779456194,0.0013243176083798456,0.4983713588965654,0.016838392,0.3058142036997496,0.20157997716788387,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Low,0
6171,933.96,4.360603188000002,163.79101279999998,-0.46,3.54,138.02945867553353,7,29,11,7,1,5,2,7,4,7,1,9,0.8511904761904762,0.9970719632659362,0.5005820587278437,0.95972186,0.775991339664509,0.5105269307761157,High,High,Medium,High,High,Medium,Very High,Very High,Medium,Very High,High,Medium,1
3805,1110.8,23.309806159999997,235.870772,-3.0447733599999998,-11.444773880000003,112.83563066273928,3,81,38,1,1,5,2,7,2,7,1,77,0.52,0.02037547335034687,0.4999758168160843,0.123169445,0.5910781951574657,0.653947917434142,Medium,Low,Medium,Low,Medium,Medium,Medium,Very Low,Medium,Very Low,Medium,High,0
4458,242.72,15.552206516000002,167.93096559999998,-1.375187932,-11.775188360000001,32.6325374385342,1,112,49,1,1,5,2,7,4,4,2,53,0.012618296529968454,0.0,0.49202452312727407,0.0012514252,0.06232174524057858,0.044295219448418535,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
8836,461.44,18.266417656,133.5934476,4.647244000000001,-12.552756583999999,160.26935221627355,4,64,23,1,1,5,2,7,9,7,2,3,0.6193548387096774,0.9903063186813188,0.5010077310292506,0.94906336,0.7036824877770852,0.5100195531751543,Medium,High,Medium,High,High,Medium,High,Very High,Medium,Very High,High,Medium,1
59,2276.76,29.6890056,164.98305,-4.093963040000001,-8.4939634,35.88217872567475,3,40,8,2,1,5,14,9,2,7,2,53,0.913588850174216,0.029293650793650795,0.5040249518640681,0.1665419,0.6954189194815408,0.9517014391736539,High,Low,Medium,Low,High,High,Very High,Very Low,Medium,Very Low,High,Very High,0
8832,1378.0,23.796641679999997,224.96466279999996,-4.499848720000001,21.9001512,27.50897167623043,4,118,62,8,44,6,64,9,13,7,1,72,0.7668539325842697,1.0,0.5024592446091234,0.98520434,0.6948265784961689,0.8521364872566102,High,High,Medium,High,High,High,High,Very High,Medium,Very High,High,Very High,1
7555,1212.4,17.491704243999997,210.4666812,-5.178660959999999,14.8213388,26.90304965991527,3,137,8,2,1,5,2,7,8,6,1,9,0.7668539325842697,0.9862525619168088,0.5018650401422511,0.9601061,0.42497857052644605,0.4462319493396949,High,High,Medium,High,Medium,Medium,High,Very High,Medium,Very High,Medium,Medium,1
4438,145.8,4.540163872000001,114.50083648000002,0.74,3.14,7.3550893403589725,1,112,49,1,1,5,2,7,4,6,2,3,0.012618296529968454,0.0,0.492132682456296,0.0009520798,0.0883933828303068,0.053077013123022106,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6865,2180.84,8.332038655999998,176.96698476,-0.60836776,-9.0083678,136.66992641799152,1,111,12,1,22,4,2,7,2,7,1,72,0.913588850174216,0.993471390650693,0.5027692094583738,0.9898656,0.9214348620707586,0.9768947863544989,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
4954,891.4,19.860895491999994,137.37772028,3.2985051600000004,-23.50149536,44.7937664007768,3,127,62,8,44,6,64,9,13,7,1,6,0.6115384615384616,0.00896025641025641,0.502448007498465,0.109403744,0.7942038018176596,0.8159712155149013,Medium,Low,Medium,Low,High,High,High,Very Low,Medium,Very Low,High,Very High,0
8220,1464.44,15.791414116000004,247.79300519999993,0.8998869399999998,-20.300113160000002,54.22816446516663,1,65,11,1,24,4,6,5,5,3,1,36,0.913588850174216,0.9996328671328673,0.5043956630671415,0.99951375,0.49879725083985565,0.8308989561285901,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,Medium,Very High,1
3302,17.4,3.9359246160000008,111.64678616,-0.32,3.28,0.0117220235988497,1,24,8,1,1,5,2,7,2,2,2,78,0.012618296529968454,0.0,0.4891982670070506,0.0011613512,0.03533758285398442,0.07707399509440098,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
5069,167.24,3.8005788320000016,79.52520416,0.84,0.84,113.80995444580913,7,79,49,7,1,5,2,7,4,3,2,9,0.14954682779456194,0.0,0.4944365923579015,0.0036401714,0.16707633146423984,0.08520952897726335,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
780,1999.36,17.453847068,219.6053596,4.657277652,-13.34272236,36.365544714964926,5,167,62,8,44,6,64,9,13,9,3,81,0.913588850174216,0.0,0.49062866769049296,0.102506414,0.45300628551589134,0.46473681978309916,High,Low,Medium,Low,Medium,Medium,Very High,Very Low,Medium,Very Low,Medium,Medium,0
