,elevation_mean,slope_mean,aspect_mean,placurv_mean,procurv_mean,precipitation_mm_last_7_days,soil_tax,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_use,rock_type,rock_period,DecistionTree_prediction_prob,RandomForest_prediction_prob,AdaBoost_prediction_prob,XGBoost_prediction_prob,LogisticRegression_prediction_prob,SupportVectorMachine_prediction_prob,DecistionTree_class3,RandomForest_class3,AdaBoost_class3,XGBoost_class3,LogisticRegression_class3,SupportVectorMachine_class3,DecistionTree_class5,RandomForest_class5,AdaBoost_class5,XGBoost_class5,LogisticRegression_class5,SupportVectorMachine_class5,landslide
3471,647.96,23.475233795999998,200.56859800000007,2.6507743,26.2507738,148.05561851058155,3,26,22,2,35,4,35,5,2,7,1,54,0.3978494623655914,0.04291704835758139,0.5010230739395554,0.087796204,0.882201817303887,0.887295029338155,Medium,Low,Medium,Low,High,High,Low,Very Low,Medium,Very Low,Very High,Very High,0
1840,946.84,9.010632807999999,208.95377079999997,-0.51347922,4.2865205999999985,0.0,3,81,38,1,1,5,2,7,2,8,1,9,0.09595959595959595,0.0008333333333333333,0.49460514456916266,0.0023966227,0.29990881437241595,0.10476339893836259,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
4655,1041.88,7.546578568000001,146.5081346,-0.8324606399999999,10.36753944,78.70441897772253,3,76,15,2,29,3,22,4,2,7,1,77,0.22448979591836735,0.023293992808131662,0.5004072050194784,0.07201846,0.5111017403560248,0.6387631900254369,Low,Low,Medium,Low,Medium,Medium,Low,Very Low,Medium,Very Low,Medium,High,0
1633,621.44,11.433499879999998,59.39488628,4.9683738,-1.0316260400000012,0.2004270665347576,3,76,15,2,29,3,22,4,2,7,1,77,0.03859649122807018,0.0023874643874643876,0.49386910670115336,0.011165363,0.17371228597557456,0.07714015308717193,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
8271,1923.48,25.348685912,210.47083839999996,1.5788685199999997,-42.0211326,67.289416057989,2,7,11,1,28,4,64,9,2,7,1,48,0.913588850174216,0.984323798071239,0.5034212828527449,0.9659688,0.9469198398291058,0.8798508267240734,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
2870,658.96,5.3108167680000005,240.02801200000002,-1.04,-1.44,93.53141556400806,2,162,11,1,36,4,15,0,2,2,1,9,0.6193548387096774,0.0010714285714285713,0.49942250707049063,0.03223874,0.2495105004543934,0.5318592708604883,Medium,Low,Medium,Low,Low,Medium,High,Very Low,Medium,Very Low,Low,Medium,0
1469,1150.36,6.838915080000001,151.5024038,3.39773752,-9.80226252,11.520986676216124,3,81,38,1,1,5,2,7,2,7,1,35,0.2558139534883721,0.010832745549243173,0.4981433125101379,0.042182162,0.30860211135152094,0.17102076429286142,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Low,Very Low,0
2218,51.04,4.271236412000001,170.64296759999996,0.3907692800000001,-1.2092308000000003,314.7201291806996,1,24,8,1,1,5,2,7,2,6,2,78,0.14954682779456194,0.01594444444444444,0.500932053150045,0.14498863,0.9330833263579333,0.23469704546143544,Low,Low,Medium,Low,High,Low,Very Low,Very Low,Medium,Very Low,Very High,Low,0
6065,2624.16,16.218135940000003,53.006159,1.5368915679999993,-4.06310824,89.42227290570736,2,125,12,1,23,4,2,7,2,7,1,55,0.913588850174216,0.9946794312169313,0.5045237259277486,0.99339324,0.9210437642186728,0.9732432182335776,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
9154,1482.08,12.106755240000002,205.64374639999997,-3.1173343600000005,-2.31733432,63.21910422295332,5,19,10,1,15,3,61,4,10,7,2,53,0.913588850174216,0.995632011339096,0.5026307291410193,0.9934953,0.5128965461441679,0.8338138726696379,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,Medium,Very High,1
7519,910.52,31.39558764,133.13673724,1.6105710000000004,-23.989429599999994,95.54656321369112,6,41,22,1,37,3,30,5,9,7,2,54,0.52,0.9836804099023496,0.5006895799626003,0.8729779,0.4695742738307493,0.34312194760735126,Medium,High,Medium,High,Medium,Medium,Medium,Very High,Medium,Very High,Medium,Low,1
1889,54.24,2.6950014079999995,191.63746272,0.94,-5.46,12.05121927987784,7,16,8,7,1,5,2,7,4,3,2,67,0.012618296529968454,0.0,0.4895558271764924,0.0005772642,0.021750042684388814,0.06035294313028519,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
464,1442.76,16.664214780000005,117.30181848000001,-8.881858520000002,26.71814148,0.0888118147850036,3,76,15,2,29,3,22,4,2,7,1,77,0.09595959595959595,0.0,0.4954668633755224,0.00091338577,0.3084840412658873,0.11294325965143547,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0
9325,1972.48,11.616844728,173.425726,-0.08183700000000012,7.91816324,54.06881022080779,5,19,10,1,15,3,61,4,10,7,2,53,0.913588850174216,0.9889350729853266,0.5028202422020408,0.9910943,0.6401015791375401,0.9142997355943647,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,Very High,1
5429,1194.08,15.686236023999998,188.90755279999996,-0.4255826000000001,-6.82558288,0.1749985953792929,3,148,8,1,16,3,55,5,2,7,2,53,0.09595959595959595,0.004308913308913309,0.49451114000306595,0.0011839974,0.19283166562169948,0.08345218157555494,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
4125,75.8,1.5830336119999995,187.2,0.4,-1.6,0.0,1,72,47,5,1,5,2,7,4,2,2,11,0.012618296529968454,0.0,0.488998014825005,0.00012892239,0.038925789458248455,0.032970050022251965,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
557,1228.92,13.795765520000002,183.85142095999998,3.9610282400000005,35.96102808,0.0,3,40,8,2,1,5,14,9,2,7,1,25,0.15384615384615385,0.00421875,0.4994074580776011,0.056128938,0.6091765439733541,0.561118892723192,Low,Low,Medium,Low,Medium,Medium,Very Low,Very Low,Medium,Very Low,High,Medium,0
470,2332.2,37.903083760000015,234.28372159999995,7.476231116000001,7.476231200000002,0.7161235343664885,5,19,10,1,15,3,61,4,10,7,2,26,0.09595959595959595,0.007292956656346749,0.49866135657553357,0.047440246,0.6507846399990904,0.7697019620989732,Low,Low,Medium,Low,Medium,High,Very Low,Very Low,Medium,Very Low,High,High,0
4945,111.8,3.707829904,218.9042672,-0.18,1.02,268.2025818489492,6,156,40,1,23,4,2,7,10,4,2,9,0.14954682779456194,0.0048313492063492055,0.4991676050394087,0.05337829,0.7488764566578415,0.2113856708611514,Low,Low,Medium,Low,High,Low,Very Low,Very Low,Medium,Very Low,High,Low,0
6626,1209.36,4.326025504000001,246.1485124,1.2,-0.8,39.6310175228864,5,117,62,8,44,6,64,9,13,2,2,9,0.913588850174216,1.0,0.5023706041562456,0.9925654,0.4300417089133155,0.39448209473177703,High,High,Medium,High,Medium,Medium,Very High,Very High,Medium,Very High,Medium,Low,1
435,2410.68,41.15276188,118.78819484,-1.0147936800000001,24.585206,3.687202516943216,2,44,11,1,11,3,41,5,11,7,1,76,0.4962962962962963,0.007393623737373737,0.49911154385965867,0.02441071,0.775042356378147,0.44368719165496123,Medium,Low,Medium,Low,High,Medium,Medium,Very Low,Medium,Very Low,High,Medium,0
1642,216.0,1.1809879559999998,212.57594828,0.0,-1.2,131.20962452609092,6,116,11,1,30,4,2,7,4,6,1,15,0.14954682779456194,0.009943877551020408,0.49907411268443186,0.11435416,0.5452690801646582,0.47257446313048357,Low,Low,Medium,Low,Medium,Medium,Very Low,Very Low,Medium,Very Low,Medium,Medium,0
7961,1094.12,29.6085346,198.4422236,18.50889796,-13.491101799999992,107.74831986892968,3,26,22,2,35,4,35,5,2,7,1,63,0.52,0.9742371870978616,0.5024657686442346,0.9182046,0.853152119254659,0.7400638334317333,Medium,High,Medium,High,High,High,Medium,Very High,Medium,Very High,Very High,High,1
5529,196.24,3.265162724000001,121.337398,-1.92,-2.32,0.039664153009653,1,116,11,1,30,4,2,7,4,2,1,15,0.012618296529968454,0.0,0.4894674124071519,0.0005422961,0.13210726065063946,0.16347729233269565,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6942,556.28,26.332452159999992,235.53439440000002,-2.6259658799999994,10.974034320000005,145.644047787413,4,164,55,1,29,3,25,5,2,7,1,62,0.3978494623655914,0.9967445728291316,0.5037825809673013,0.9716619,0.5881034725813056,0.872508791996964,Medium,High,Medium,High,Medium,High,Low,Very High,Medium,Very High,Medium,Very High,1
3754,45.88,1.5767151000000001,185.15628864,-1.16,2.04,22.849120307713747,1,35,49,7,1,5,2,7,4,3,2,22,0.012618296529968454,0.0,0.49361045472996523,0.0009532856,0.06174378677368778,0.047219370093133116,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
7913,2479.44,7.044922059999999,50.84899468,-0.8923077039999999,3.10769228,46.21067599579692,2,109,11,1,29,3,50,4,4,7,1,56,0.913588850174216,0.9893696803682012,0.5043716224685411,0.99714273,0.856538393149558,0.8630232650649108,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
1814,148.6,6.472212235999999,170.973308,0.7529411840000002,-1.2470588400000004,66.44961649831384,5,163,49,1,1,5,2,7,2,3,2,65,0.14954682779456194,0.0,0.493441036896787,0.009219025,0.03954844510008524,0.038266605357155946,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
4622,319.84,35.192536708000006,35.57113676000001,2.0980915200000005,4.4980920000000015,1.743138000369072,5,24,8,1,1,5,2,7,2,7,2,4,0.012618296529968454,0.0,0.4961417825226781,0.005551654,0.17726428217527518,0.1658553101481327,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3728,219.12,3.868252096000001,204.37169011999998,0.40000000000000013,-4.0,0.7145622372627258,6,27,49,1,5,1,2,7,4,6,2,53,0.012618296529968454,0.0,0.48804837812004537,0.00020596104,0.025604474319988763,0.057528810174508505,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
9068,1257.4,31.742228,212.8884676,13.632861327999999,1.632860800000003,25.13949967734516,5,19,10,1,15,3,61,4,10,8,1,26,0.7668539325842697,0.9959266663093058,0.5028791520368563,0.9633358,0.7036814437313459,0.6509221240192044,High,High,Medium,High,High,Medium,High,Very High,Medium,Very High,High,High,1
8756,2424.76,12.006416947999998,233.73750320000008,-0.017898680000000125,4.782101320000001,11.19860859401524,3,46,8,1,1,5,2,7,8,7,2,53,0.4962962962962963,0.9811505802341101,0.5010256813152356,0.9688306,0.4726023925543642,0.8078443256632931,Medium,High,Medium,High,Medium,High,Medium,Very High,Medium,Very High,Medium,Very High,1
6776,2660.48,24.49716072,203.70532568000002,-6.496037080000001,19.103963039999996,110.6909724092111,2,44,11,1,11,3,41,5,11,7,1,35,0.913588850174216,0.9982209172314808,0.5050856758725676,0.9942199,0.9666392340796742,0.9803949096050433,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
8514,2637.52,17.1292526,34.61004696,-2.28992356,-2.2899239999999996,29.618302758783106,2,44,11,1,11,3,41,5,11,6,1,35,0.7668539325842697,0.9992317867317867,0.506024124123195,0.9760074,0.8714134165296223,0.8875057775854623,High,High,Medium,High,High,High,High,Very High,Medium,Very High,Very High,Very High,1
8527,235.56,7.120418408000002,175.20862359999998,-0.8268235200000004,6.773176440000001,148.6748348865658,3,56,12,1,29,3,64,9,2,3,2,46,0.5957446808510638,0.9993181818181819,0.5018240838883383,0.9722754,0.7435729232237017,0.6345620954473408,Medium,High,Medium,High,High,Medium,Medium,Very High,Medium,Very High,High,High,1
5776,2360.48,4.069626716000001,69.55206676,0.34,3.14,43.51816173456609,2,94,12,2,10,2,15,9,2,8,1,55,0.913588850174216,0.9982593970394481,0.503887442045034,0.98553014,0.8556445794427725,0.8452983746272086,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
418,2216.72,12.239218159999998,113.404262,-3.8473302919999997,-0.2473302799999999,76.27889023441821,2,125,12,1,23,4,2,7,2,7,1,55,0.913588850174216,0.14870706811413523,0.502984199109665,0.16107811,0.8313965274773488,0.957920410707766,High,Low,Medium,Low,High,High,Very High,Very Low,Medium,Very Low,Very High,Very High,0
9216,82.12,6.26115888,198.11363,-2.0159276,5.9840724,190.3631571298465,1,24,8,1,1,5,2,7,2,6,2,21,0.14954682779456194,0.9920261533035368,0.49939506538461476,0.9356072,0.7501673956907623,0.29919137853999345,Low,High,Medium,High,High,Low,Very Low,Very High,Medium,Very High,High,Low,1
2298,60.4,6.292779940000002,148.39549264000001,-0.14164704,7.05835296,0.0,3,70,56,7,25,4,33,5,4,3,2,28,0.012618296529968454,0.0,0.49160955394520545,0.014939455,0.0432820843555624,0.02984440105018284,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
8312,1136.8,20.17475764,238.43042319999998,6.347548288,6.347548799999999,90.38491438515484,2,38,11,2,8,2,16,0,2,6,1,15,0.8511904761904762,0.9964457932416971,0.5035220743832419,0.9909956,0.5473714513574194,0.884612209699995,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,Medium,Very High,1
984,211.44,36.23301908,224.9375984,14.709416440000002,-0.8905836399999976,0.0,5,121,1,1,27,4,2,7,4,7,2,53,0.012618296529968454,0.0,0.49050894565345743,0.00097052974,0.08382678160376345,0.14902896500234972,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
621,1404.2,37.51127636,215.46985080000002,-12.975412760000001,-0.5754124000000013,9.262793362140656,3,148,8,1,16,3,55,5,2,7,2,3,0.2558139534883721,0.011369162087912088,0.4990954640532106,0.11467657,0.37231908619303267,0.33447270953462865,Low,Low,Medium,Low,Medium,Medium,Low,Very Low,Medium,Very Low,Low,Low,0
3368,462.04,17.386082312,289.73797039999994,-0.6763625559999997,0.5236375200000003,1.2475480176508429,6,62,53,1,24,4,2,7,2,6,2,21,0.03859649122807018,0.0,0.493834690834956,0.009332341,0.05884928988860879,0.05412366589609553,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3411,412.6,3.9035845320000004,253.06260200000006,-1.8,1.4,39.70753485709429,3,67,52,7,1,5,2,7,11,3,1,75,0.2754491017964072,0.0,0.49662299364288565,0.01190071,0.08653018352483369,0.09936336183954692,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0
2823,404.76,19.303701800000006,81.47809604,-2.15072068,-8.150721,0.5617669299244881,5,24,8,1,1,5,2,7,2,7,2,53,0.03859649122807018,8.293838862559243e-05,0.4923550967689818,0.0011844345,0.0832397007011887,0.060278606994343176,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6443,761.44,18.04853836,259.0479452,11.20433984,-4.395660440000002,293.16323082055897,3,117,62,8,44,6,64,9,13,7,2,29,0.8111111111111111,0.9986979166666665,0.5051532399676077,0.94933575,0.9905554818999873,0.7506198794728479,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,High,1
8138,1036.96,21.569645280000003,206.35776,12.7699566,-4.83004376,56.30541870556772,4,118,62,8,44,6,64,9,13,7,1,9,0.6115384615384616,0.9977380952380952,0.5029591881936682,0.9385037,0.8574399440775425,0.8684066224677617,Medium,High,Medium,High,High,High,High,Very High,Medium,Very High,Very High,Very High,1
5601,99.08,2.674306576,275.45328720000003,-0.12,-3.72,35.70712714828551,1,112,49,1,1,5,2,7,4,4,2,9,0.012618296529968454,0.00035714285714285714,0.4928131539155271,0.0009608847,0.07259485743047445,0.04121515499230722,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
8250,2461.88,39.789704040000004,248.00339160000004,3.3886116399999997,-0.6113888000000008,35.54348855651915,2,44,11,1,11,3,41,5,11,8,1,55,0.913588850174216,0.9965522495992761,0.5037715404104183,0.9966673,0.8693865799457445,0.8312314814535878,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
4261,54.12,2.5746902119999993,179.30280535999998,-0.82,2.78,0.0,7,131,49,7,1,5,2,7,4,3,2,22,0.012618296529968454,0.0,0.48704302756468626,0.00010384064,0.014166333287921341,0.028847768666503987,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
3789,16.84,1.518247432,205.2,-1.0,0.2,16.541666032746434,5,154,19,1,11,3,23,4,4,2,2,43,0.012618296529968454,0.0,0.4919525511090782,0.003320155,0.015439566728524744,0.013818585828814336,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
6317,1370.36,8.039560419999999,228.07795040000002,-0.2907691760000002,1.70923076,166.02307427302003,4,32,34,1,17,4,33,5,2,6,1,7,0.913588850174216,1.0,0.506174642539299,0.9989832,0.9283834555874924,0.9781143876457724,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
9527,2572.24,18.17024332,222.89786159999997,0.5365151480000006,2.136515280000001,27.94153101090341,2,151,14,1,43,4,63,5,2,6,1,55,0.7668539325842697,0.9901211641619682,0.5034156069735038,0.9825549,0.8490681330439509,0.8319411386341135,High,High,Medium,High,High,High,High,Very High,Medium,Very High,Very High,Very High,1
1448,4.84,2.105011984,202.25590400000002,0.66,0.66,0.0,7,72,47,5,1,5,2,7,4,2,2,9,0.012618296529968454,0.0,0.48776150863540596,0.00015407604,0.017377330192760415,0.023713679882168978,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0
9614,1759.32,18.455208720000005,51.55809392000001,-8.546041820000001,-8.546041879999999,23.16804102342576,1,65,11,1,24,4,6,5,5,3,1,36,0.5,0.9991666666666665,0.5028378494521798,0.99401253,0.49956445176889275,0.8223891829422246,Medium,High,Medium,High,Medium,High,Medium,Very High,Medium,Very High,Medium,Very High,1
6749,2485.64,4.624500844,227.17177199999998,0.8753846,0.07538459999999986,77.74782622698694,2,44,11,1,11,3,41,5,11,7,1,35,0.913588850174216,0.9963760588311555,0.5054081384355559,0.997626,0.9149573643329176,0.9775590640271136,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
5841,2590.4,17.475644607999996,184.0369268,-0.35643304,11.243566159999999,41.15744655113667,4,114,8,1,21,3,34,5,2,7,2,26,0.913588850174216,0.9782635388622577,0.5035550753024014,0.9728757,0.7127622995116099,0.9143650369247395,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1
7220,2338.68,17.215199944,214.90215559999996,-1.0592608600000002,21.340739439999997,115.692267075181,2,151,14,1,43,4,63,5,2,7,1,55,0.913588850174216,0.9947334755010011,0.5046336621800558,0.9906565,0.9628008860036081,0.9730931692828627,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
8571,1922.68,42.0240212,144.29570020000003,1.7931055560000004,1.7931061400000043,48.57258586958051,3,107,12,1,28,3,44,5,2,8,1,30,0.913588850174216,0.9964679316110328,0.5043183858816646,0.9924293,0.8636234188523667,0.9299246226499317,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1
6993,156.52,13.758109211999999,173.2989892,-0.88950042,-11.68950064,67.86068256571889,3,166,23,1,1,5,2,7,2,7,1,62,0.14954682779456194,0.9785756397135473,0.4982747904997402,0.90457433,0.19184258936350676,0.16759115952058648,Low,High,Medium,High,Low,Low,Very Low,Very High,Medium,Very High,Very Low,Very Low,1
872,1893.24,3.0732313440000008,235.8,1.08,1.08,0.0,3,40,8,2,1,5,14,9,2,7,2,3,0.15384615384615385,0.0,0.4991995580584998,0.042328987,0.5315584640748683,0.7597496731706148,Low,Low,Medium,Low,Medium,High,Very Low,Very Low,Medium,Very Low,Medium,High,0
5988,1479.92,22.548150624,209.77415680000001,-4.563614600000001,9.836385760000002,0.0,3,148,8,1,16,3,55,5,2,7,2,53,0.09595959595959595,0.9719659021534022,0.4956597056619795,0.79846865,0.2572465270593543,0.15517975325909256,Low,High,Medium,High,Low,Low,Very Low,Very High,Medium,High,Low,Very Low,1
3382,377.84,5.451788212,190.70438879999998,-2.39927604,1.6007240000000003,84.59787966497242,6,116,11,1,30,4,2,7,4,3,1,15,0.6193548387096774,0.0069812047879324,0.499404425672123,0.04626498,0.30921867210213333,0.2309305330967047,Medium,Low,Medium,Low,Low,Low,High,Very Low,Medium,Very Low,Low,Low,0
8741,2553.92,14.830244679999998,176.77239600000001,0.6068504600000003,1.0068505199999997,27.175554553046823,5,19,10,1,15,3,61,4,10,7,2,26,0.7668539325842697,0.9886029919517163,0.5035484481125654,0.9933454,0.7303387752750955,0.942776824725885,High,High,Medium,High,High,High,High,Very High,Medium,Very High,High,Very High,1
